# {'f_': [2, 3], 'mu_': [7, 7], 'n': 241, 'N': 2, 'M': 2, 'mu': [6, 6], 'x': [4, 5], 'f': [0, 1]}
97,0.814,0.387,0.948,0.047,0.814,0.387,0.615,0.683
159,0.811,0.395,0.945,0.052,0.811,0.395,0.600,0.672
98,0.012,1.987,0.013,0.992,0.012,1.987,0.600,0.613
164,0.005,1.995,0.005,0.997,0.005,1.995,0.600,0.605
238,0.201,1.608,0.234,0.769,0.201,1.608,0.600,1.121
3,0.843,0.317,0.983,0.006,0.843,0.317,0.600,0.614
43,0.814,0.385,0.949,0.046,0.814,0.385,0.583,0.646
22,0.817,0.376,0.952,0.041,0.817,0.376,0.571,0.627
142,0.214,1.593,0.248,0.760,0.214,1.593,0.571,1.116
166,0.037,1.950,0.043,0.971,0.037,1.950,0.500,0.539
173,0.044,1.938,0.051,0.964,0.044,1.938,0.500,0.548
2,0.807,0.409,0.941,0.060,0.807,0.409,0.500,0.568
153,0.019,1.978,0.021,0.988,0.019,1.978,0.500,0.517
39,0.016,1.982,0.017,0.990,0.016,1.982,0.500,0.514
1,0.076,1.875,0.087,0.927,0.076,1.875,0.500,0.595
13,0.129,1.750,0.150,0.853,0.129,1.750,0.500,0.711
16,0.215,1.592,0.250,0.759,0.215,1.592,0.500,0.982
28,0.199,1.611,0.231,0.771,0.199,1.611,0.500,0.926
68,0.033,1.956,0.038,0.975,0.033,1.956,0.500,0.534
74,0.222,1.585,0.258,0.755,0.222,1.585,0.500,1.006
96,0.210,1.597,0.245,0.762,0.210,1.597,0.500,0.967
113,0.177,1.647,0.206,0.792,0.177,1.647,0.500,0.853
174,0.042,1.943,0.048,0.967,0.042,1.943,0.500,0.544
211,0.189,1.626,0.220,0.780,0.189,1.626,0.500,0.893
103,0.841,0.320,0.980,0.008,0.841,0.320,0.500,0.514
223,0.799,0.443,0.931,0.080,0.799,0.443,0.500,0.588
157,0.803,0.425,0.936,0.070,0.803,0.425,0.500,0.577
171,0.791,0.482,0.921,0.103,0.791,0.482,0.435,0.532
134,0.221,1.586,0.257,0.756,0.221,1.586,0.429,0.859
160,0.804,0.421,0.938,0.067,0.804,0.421,0.429,0.492
15,0.801,0.433,0.934,0.075,0.801,0.433,0.400,0.466
84,0.795,0.460,0.927,0.090,0.795,0.460,0.400,0.478
29,0.220,1.588,0.255,0.757,0.220,1.588,0.400,0.797
67,0.794,0.467,0.925,0.095,0.794,0.467,0.400,0.482
78,0.227,1.582,0.263,0.753,0.227,1.582,0.400,0.816
150,0.809,0.404,0.943,0.057,0.809,0.404,0.400,0.451
193,0.786,0.504,0.916,0.116,0.786,0.504,0.385,0.481
181,0.780,0.536,0.909,0.135,0.780,0.536,0.368,0.476
191,0.775,0.564,0.903,0.152,0.775,0.564,0.353,0.470
72,0.770,0.593,0.897,0.169,0.770,0.593,0.353,0.485
122,0.819,0.369,0.955,0.037,0.819,0.369,0.333,0.363
118,0.783,0.519,0.913,0.125,0.783,0.519,0.333,0.423
70,0.763,0.634,0.889,0.193,0.763,0.634,0.333,0.479
77,0.003,1.997,0.003,0.999,0.003,1.997,0.333,0.335
9,0.224,1.584,0.261,0.754,0.224,1.584,0.333,0.676
37,0.217,1.590,0.253,0.758,0.217,1.590,0.333,0.660
51,0.789,0.492,0.919,0.109,0.789,0.492,0.333,0.412
95,0.229,1.580,0.266,0.752,0.229,1.580,0.333,0.686
101,0.210,1.597,0.244,0.763,0.210,1.597,0.333,0.642
62,0.849,0.311,0.990,0.002,0.849,0.311,0.333,0.337
230,0.852,0.309,0.993,0.001,0.852,0.309,0.333,0.336
108,0.756,0.683,0.880,0.222,0.756,0.683,0.310,0.472
226,0.766,0.614,0.893,0.182,0.766,0.614,0.308,0.433
182,0.777,0.552,0.906,0.145,0.777,0.552,0.300,0.394
7,0.772,0.581,0.900,0.162,0.772,0.581,0.300,0.407
93,0.741,0.781,0.863,0.280,0.741,0.781,0.293,0.503
146,0.759,0.658,0.885,0.207,0.759,0.658,0.286,0.421
154,0.745,0.753,0.868,0.264,0.745,0.753,0.286,0.473
19,0.758,0.669,0.883,0.214,0.758,0.669,0.286,0.427
195,0.747,0.743,0.870,0.258,0.747,0.743,0.278,0.454
213,0.750,0.721,0.874,0.244,0.750,0.721,0.273,0.433
170,0.742,0.772,0.865,0.275,0.742,0.772,0.273,0.462
205,0.730,0.863,0.850,0.328,0.730,0.863,0.271,0.519
240,0.732,0.844,0.853,0.317,0.732,0.844,0.270,0.504
59,0.713,0.988,0.830,0.402,0.713,0.988,0.270,0.631
20,0.720,0.931,0.839,0.369,0.720,0.931,0.268,0.571
86,0.751,0.715,0.875,0.241,0.751,0.715,0.263,0.415
239,0.668,1.324,0.778,0.601,0.668,1.324,0.261,1.476
99,0.735,0.821,0.857,0.303,0.735,0.821,0.261,0.471
60,0.677,1.260,0.788,0.563,0.677,1.260,0.261,1.159
178,0.680,1.235,0.792,0.548,0.680,1.235,0.260,1.067
125,0.696,1.111,0.811,0.475,0.696,1.111,0.260,0.775
46,0.701,1.080,0.816,0.456,0.701,1.080,0.259,0.720
6,0.683,1.215,0.795,0.537,0.683,1.215,0.258,1.000
30,0.670,1.312,0.780,0.594,0.670,1.312,0.258,1.387
4,0.704,1.053,0.820,0.441,0.704,1.053,0.256,0.677
228,0.684,1.203,0.797,0.530,0.684,1.203,0.255,0.953
31,0.738,0.801,0.860,0.292,0.738,0.801,0.250,0.440
81,0.785,0.510,0.915,0.120,0.785,0.510,0.250,0.314
111,0.760,0.654,0.886,0.205,0.760,0.654,0.250,0.367
21,0.723,0.910,0.843,0.356,0.723,0.910,0.250,0.513
56,0.731,0.849,0.852,0.321,0.731,0.849,0.250,0.471
100,0.716,0.966,0.834,0.389,0.716,0.966,0.250,0.562
169,0.676,1.266,0.787,0.567,0.676,1.266,0.250,1.136
184,0.699,1.091,0.814,0.464,0.699,1.091,0.250,0.714
218,0.779,0.542,0.908,0.139,0.779,0.542,0.250,0.325
224,0.695,1.125,0.809,0.483,0.695,1.125,0.250,0.767
225,0.798,0.449,0.930,0.084,0.798,0.449,0.250,0.296
12,0.855,0.308,0.997,0.000,0.855,0.308,0.250,0.251
148,0.661,1.374,0.770,0.630,0.661,1.374,0.245,1.749
116,0.686,1.187,0.800,0.520,0.686,1.187,0.243,0.869
130,0.688,1.174,0.802,0.512,0.688,1.174,0.241,0.832
201,0.670,1.309,0.781,0.592,0.670,1.309,0.240,1.270
138,0.725,0.898,0.845,0.349,0.725,0.898,0.238,0.480
192,0.663,1.359,0.773,0.622,0.663,1.359,0.238,1.577
40,0.710,1.009,0.827,0.415,0.710,1.009,0.231,0.560
61,0.692,1.147,0.806,0.496,0.692,1.147,0.231,0.744
120,0.717,0.954,0.836,0.382,0.717,0.954,0.231,0.508
185,0.665,1.346,0.775,0.614,0.665,1.346,0.231,1.433
233,0.673,1.288,0.784,0.580,0.673,1.288,0.231,1.131
33,0.753,0.698,0.878,0.231,0.753,0.698,0.222,0.343
106,0.241,1.575,0.280,0.749,0.241,1.575,0.214,0.457
34,0.658,1.398,0.766,0.645,0.658,1.398,0.214,1.769
5,0.708,1.026,0.825,0.425,0.708,1.026,0.200,0.500
47,0.659,1.390,0.768,0.640,0.659,1.390,0.200,1.562
189,0.727,0.879,0.848,0.338,0.727,0.879,0.200,0.392
27,0.654,1.421,0.763,0.658,0.654,1.421,0.188,1.794
94,0.238,1.576,0.277,0.750,0.238,1.576,0.182,0.384
237,0.692,1.142,0.807,0.494,0.692,1.142,0.182,0.581
32,0.652,1.437,0.760,0.667,0.652,1.437,0.171,1.837
137,0.234,1.578,0.272,0.751,0.234,1.578,0.167,0.348
140,0.651,1.443,0.759,0.671,0.651,1.443,0.163,1.850
227,0.650,1.454,0.757,0.678,0.650,1.454,0.149,1.884
53,0.711,0.999,0.829,0.409,0.711,0.999,0.143,0.340
87,0.702,1.065,0.819,0.448,0.702,1.065,0.143,0.385
208,0.681,1.227,0.794,0.544,0.681,1.227,0.143,0.571
131,0.647,1.471,0.754,0.688,0.647,1.471,0.129,1.950
188,0.248,1.573,0.288,0.748,0.248,1.573,0.125,0.272
216,0.248,1.573,0.288,0.748,0.248,1.573,0.125,0.272
102,0.646,1.480,0.753,0.693,0.646,1.480,0.118,1.971
206,0.642,1.504,0.748,0.707,0.642,1.504,0.089,2.174
76,0.640,1.519,0.746,0.716,0.640,1.519,0.070,2.329
38,0.639,1.523,0.745,0.718,0.639,1.523,0.066,2.431
89,0.637,1.539,0.742,0.728,0.637,1.539,0.044,3.147
145,0.635,1.553,0.740,0.736,0.635,1.553,0.027,6.637
152,0.634,1.559,0.738,0.740,0.634,1.559,0.018,8.889
26,0.072,1.882,0.084,0.931,0.072,1.882,0.000,0.000
41,0.011,1.987,0.013,0.993,0.011,1.987,0.000,0.000
52,0.024,1.970,0.028,0.983,0.024,1.970,0.000,0.000
55,0.252,1.573,0.293,0.748,0.252,1.573,0.000,0.000
57,0.858,0.307,1.000,0.000,0.858,0.307,0.000,0.000
65,0.738,0.803,0.860,0.293,0.738,0.803,0.000,0.000
75,0.245,1.574,0.285,0.749,0.245,1.574,0.000,0.000
82,0.857,0.307,0.999,0.000,0.857,0.307,0.000,0.000
109,0.836,0.328,0.974,0.013,0.836,0.328,0.000,0.000
119,0.239,1.575,0.278,0.750,0.239,1.575,0.000,0.000
123,0.250,1.573,0.291,0.748,0.250,1.573,0.000,0.000
124,0.720,0.933,0.839,0.370,0.720,0.933,0.000,0.000
151,0.244,1.574,0.283,0.749,0.244,1.574,0.000,0.000
155,0.769,0.597,0.897,0.171,0.769,0.597,0.000,0.000
168,0.009,1.990,0.009,0.995,0.009,1.990,0.000,0.000
176,0.235,1.577,0.273,0.751,0.235,1.577,0.000,0.000
180,0.080,1.865,0.093,0.921,0.080,1.865,0.000,0.000
190,0.231,1.579,0.268,0.752,0.231,1.579,0.000,0.000
196,0.766,0.617,0.893,0.183,0.766,0.617,0.000,0.000
202,0.853,0.309,0.994,0.001,0.853,0.309,0.000,0.000
215,0.016,1.982,0.018,0.990,0.016,1.982,0.000,0.000
