# {'N': 5, 'y': [17, 18], 'f': [0, 4], 'M': 5, 'mu_': [16, 16], 'f_': [5, 9], 'n': 1903, 'mu': [15, 15], 'y_': [19, 20], 'x': [10, 14]}
477,0.174,0.102,0.140,0.014,4.175,0.174,0.103,0.141,0.014,0.870,0.174,0.102,0.140,0.014,4.175,0.503,0.588,-27.166,78.528,0.406,0.943
463,0.010,0.907,0.719,0.069,2.233,0.010,0.911,0.720,0.069,0.525,0.010,0.907,0.719,0.069,2.233,0.485,0.538,-5.268,-44.658,0.528,0.231
873,0.897,0.029,0.807,0.340,1.057,0.900,0.029,0.808,0.341,0.315,0.897,0.029,0.807,0.340,1.057,0.479,0.550,39.004,-53.665,0.774,0.179
739,0.062,0.045,0.111,0.195,4.283,0.062,0.045,0.112,0.195,0.890,0.062,0.045,0.111,0.195,4.283,0.478,0.566,-30.051,79.795,0.390,0.950
395,0.038,0.162,0.876,0.285,2.381,0.038,0.162,0.877,0.285,0.551,0.038,0.162,0.876,0.285,2.381,0.476,0.567,-31.978,-33.941,0.379,0.293
452,0.109,0.039,0.777,0.313,2.673,0.109,0.039,0.778,0.313,0.603,0.109,0.039,0.777,0.313,2.673,0.476,0.645,-29.792,-26.310,0.391,0.337
1067,0.183,0.788,0.840,0.323,0.807,0.183,0.792,0.842,0.323,0.271,0.183,0.788,0.840,0.323,0.807,0.473,0.717,0.404,-79.467,0.559,0.030
903,0.892,0.761,0.046,0.144,1.695,0.894,0.765,0.046,0.144,0.429,0.892,0.761,0.046,0.144,1.695,0.470,0.554,58.976,-15.402,0.886,0.400
1762,0.089,0.095,0.793,0.399,2.365,0.089,0.096,0.794,0.400,0.548,0.089,0.095,0.793,0.399,2.365,0.469,0.665,-34.336,-33.975,0.366,0.293
1774,0.312,0.203,0.821,0.014,2.580,0.313,0.204,0.822,0.014,0.586,0.312,0.203,0.821,0.014,2.580,0.459,0.568,-26.489,-30.076,0.409,0.316
1215,0.758,0.755,0.107,0.248,1.683,0.760,0.758,0.108,0.249,0.427,0.758,0.755,0.107,0.248,1.683,0.451,0.691,59.976,-16.689,0.891,0.393
55,0.213,0.022,0.211,0.011,4.151,0.213,0.022,0.212,0.011,0.866,0.213,0.022,0.211,0.011,4.151,0.450,0.526,-26.547,78.029,0.409,0.940
832,0.723,0.815,0.133,0.172,1.736,0.725,0.819,0.133,0.172,0.436,0.723,0.815,0.133,0.172,1.736,0.449,0.655,59.163,-17.005,0.887,0.391
1116,0.299,0.007,0.844,0.122,2.725,0.300,0.007,0.845,0.122,0.612,0.299,0.007,0.844,0.122,2.725,0.446,0.532,-28.225,-27.875,0.400,0.328
359,0.017,0.022,0.729,0.433,3.004,0.017,0.022,0.730,0.433,0.662,0.017,0.022,0.729,0.433,3.004,0.445,0.624,-18.304,-6.410,0.455,0.452
1387,0.868,0.787,0.867,0.269,-0.407,0.870,0.791,0.868,0.269,0.054,0.868,0.787,0.867,0.269,-0.407,0.445,0.546,-97.812,32.639,0.012,0.678
1441,0.863,0.216,0.861,0.062,1.126,0.865,0.217,0.863,0.062,0.327,0.863,0.216,0.861,0.062,1.126,0.444,0.553,33.928,-52.521,0.746,0.186
478,0.191,0.800,0.094,0.312,2.272,0.191,0.804,0.094,0.312,0.532,0.191,0.800,0.094,0.312,2.272,0.443,0.625,-60.279,-5.864,0.221,0.455
1584,0.814,0.870,0.851,0.362,-0.712,0.816,0.874,0.852,0.362,0.000,0.814,0.870,0.851,0.362,-0.712,0.443,0.507,-99.974,34.411,0.000,0.688
780,0.161,0.068,0.215,0.016,4.143,0.162,0.068,0.216,0.015,0.865,0.161,0.068,0.215,0.016,4.143,0.439,0.517,-26.926,77.487,0.407,0.937
1151,0.027,0.830,0.116,0.242,2.626,0.027,0.834,0.116,0.242,0.595,0.027,0.830,0.116,0.242,2.626,0.439,0.544,-55.020,-2.385,0.250,0.476
1176,0.159,0.824,0.792,0.376,0.766,0.160,0.828,0.793,0.376,0.263,0.159,0.824,0.792,0.376,0.766,0.433,0.648,-0.372,-79.758,0.555,0.029
724,0.183,0.891,0.054,0.025,2.874,0.183,0.895,0.054,0.025,0.639,0.183,0.891,0.054,0.025,2.874,0.429,0.493,-35.963,23.239,0.357,0.624
268,0.793,0.110,0.865,0.240,1.118,0.795,0.111,0.867,0.240,0.326,0.793,0.110,0.865,0.240,1.118,0.428,0.566,37.145,-52.938,0.764,0.183
1805,0.192,0.067,0.753,0.224,2.794,0.192,0.067,0.754,0.224,0.624,0.192,0.067,0.753,0.224,2.794,0.428,0.623,-28.685,-26.301,0.397,0.337
98,0.789,0.851,0.807,0.480,-0.644,0.792,0.855,0.809,0.481,0.012,0.789,0.851,0.807,0.480,-0.644,0.423,0.501,-99.884,35.343,0.000,0.694
384,0.083,0.813,0.129,0.292,2.419,0.083,0.817,0.129,0.292,0.558,0.083,0.813,0.129,0.292,2.419,0.423,0.577,-57.524,-3.834,0.237,0.467
938,0.016,0.726,0.788,0.474,1.513,0.016,0.730,0.789,0.474,0.396,0.016,0.726,0.788,0.474,1.513,0.422,0.546,-4.207,-64.611,0.534,0.116
1267,0.855,0.228,0.831,0.161,0.955,0.857,0.229,0.832,0.161,0.297,0.855,0.228,0.831,0.161,0.955,0.422,0.606,37.423,-56.991,0.765,0.160
1533,0.827,0.159,0.773,0.184,1.277,0.829,0.160,0.775,0.185,0.354,0.827,0.159,0.773,0.184,1.277,0.414,0.619,33.608,-49.244,0.744,0.205
176,0.841,0.843,0.135,0.358,0.659,0.843,0.847,0.135,0.359,0.244,0.841,0.843,0.135,0.358,0.659,0.413,0.580,79.288,-36.837,0.999,0.277
323,0.028,0.272,0.099,0.168,4.078,0.028,0.273,0.099,0.168,0.853,0.028,0.272,0.099,0.168,4.078,0.412,0.499,-34.328,63.987,0.366,0.859
346,0.902,0.035,0.750,0.246,1.579,0.904,0.035,0.751,0.246,0.408,0.902,0.035,0.750,0.246,1.579,0.412,0.474,31.859,-41.257,0.734,0.251
850,0.862,0.986,0.028,0.008,2.144,0.864,0.990,0.028,0.008,0.509,0.862,0.986,0.028,0.008,2.144,0.411,0.418,52.942,-8.598,0.852,0.440
1423,0.237,0.783,0.090,0.255,2.447,0.238,0.786,0.090,0.255,0.563,0.237,0.783,0.090,0.255,2.447,0.411,0.590,-58.348,-5.512,0.232,0.458
1692,0.056,0.804,0.135,0.282,2.517,0.056,0.808,0.135,0.282,0.575,0.056,0.804,0.135,0.282,2.517,0.411,0.547,-56.251,-3.118,0.244,0.471
211,0.136,0.737,0.836,0.287,1.304,0.136,0.740,0.837,0.287,0.359,0.136,0.737,0.836,0.287,1.304,0.409,0.584,0.306,-68.904,0.559,0.091
142,0.217,0.055,0.798,0.225,2.535,0.217,0.055,0.799,0.226,0.578,0.217,0.055,0.798,0.225,2.535,0.408,0.548,-29.548,-29.741,0.392,0.318
1160,0.821,0.095,0.744,0.346,1.261,0.823,0.096,0.745,0.346,0.351,0.821,0.095,0.744,0.346,1.261,0.404,0.556,35.476,-49.639,0.755,0.203
1200,0.056,0.798,0.917,0.258,1.300,0.056,0.801,0.918,0.258,0.358,0.056,0.798,0.917,0.258,1.300,0.403,0.467,0.344,-68.123,0.559,0.096
1331,0.252,0.200,0.727,0.029,3.028,0.253,0.201,0.728,0.029,0.666,0.252,0.200,0.727,0.029,3.028,0.402,0.574,-8.712,-5.758,0.508,0.456
84,0.861,0.847,0.172,0.270,0.747,0.863,0.851,0.172,0.271,0.260,0.861,0.847,0.172,0.270,0.747,0.401,0.580,79.000,-36.018,0.997,0.281
1466,0.761,0.051,0.134,0.132,3.104,0.763,0.051,0.134,0.132,0.680,0.761,0.051,0.134,0.132,3.104,0.401,0.563,13.025,32.884,0.630,0.679
1016,0.141,0.748,0.772,0.021,2.014,0.141,0.751,0.773,0.020,0.486,0.141,0.748,0.772,0.021,2.014,0.396,0.526,-3.644,-50.094,0.537,0.200
1697,0.813,0.127,0.033,0.127,2.903,0.815,0.128,0.032,0.127,0.644,0.813,0.127,0.033,0.127,2.903,0.396,0.506,19.012,31.767,0.663,0.673
1509,0.806,0.978,0.017,0.083,2.103,0.808,0.983,0.017,0.083,0.501,0.806,0.978,0.017,0.083,2.103,0.394,0.407,52.873,-8.309,0.852,0.441
928,0.793,0.145,0.764,0.087,1.695,0.795,0.145,0.765,0.087,0.429,0.793,0.145,0.764,0.087,1.695,0.393,0.556,26.612,-38.670,0.705,0.266
1031,0.075,0.115,0.024,0.381,3.878,0.075,0.115,0.024,0.381,0.818,0.075,0.115,0.024,0.381,3.878,0.390,0.492,-3.507,77.560,0.537,0.938
1592,0.772,0.003,0.183,0.407,2.427,0.774,0.003,0.183,0.407,0.559,0.772,0.003,0.183,0.407,2.427,0.390,0.506,37.489,26.219,0.766,0.641
48,0.845,0.146,0.865,0.426,0.522,0.848,0.146,0.866,0.427,0.220,0.845,0.146,0.865,0.426,0.522,0.389,0.540,44.163,-59.198,0.803,0.147
235,0.216,0.176,0.022,0.141,3.986,0.216,0.177,0.022,0.141,0.837,0.216,0.176,0.022,0.141,3.986,0.389,0.478,-22.507,78.680,0.432,0.944
952,0.050,0.290,0.841,0.027,2.812,0.050,0.292,0.842,0.027,0.628,0.050,0.290,0.841,0.027,2.812,0.389,0.478,-20.496,-19.954,0.443,0.374
172,0.844,0.077,0.125,0.385,2.188,0.846,0.078,0.125,0.385,0.517,0.844,0.077,0.125,0.385,2.188,0.388,0.505,41.545,26.348,0.788,0.642
1276,0.809,0.217,0.802,0.438,0.603,0.811,0.218,0.803,0.439,0.234,0.809,0.217,0.802,0.438,0.603,0.387,0.653,43.306,-59.713,0.798,0.144
1482,0.188,0.009,0.092,0.228,4.026,0.189,0.009,0.092,0.228,0.844,0.188,0.009,0.092,0.228,4.026,0.387,0.463,-22.329,77.375,0.433,0.936
349,0.144,0.758,0.768,0.367,1.254,0.145,0.762,0.770,0.367,0.350,0.144,0.758,0.768,0.367,1.254,0.384,0.614,-0.060,-70.018,0.557,0.085
1669,0.081,0.034,0.795,0.492,2.429,0.081,0.034,0.796,0.493,0.560,0.081,0.034,0.795,0.492,2.429,0.384,0.504,-35.321,-33.725,0.360,0.295
1814,0.154,0.278,0.846,0.123,2.401,0.154,0.279,0.847,0.123,0.555,0.154,0.278,0.846,0.123,2.401,0.384,0.531,-28.208,-34.228,0.400,0.292
1206,0.192,0.833,0.072,0.237,2.387,0.193,0.837,0.072,0.238,0.552,0.192,0.833,0.072,0.237,2.387,0.383,0.501,-58.956,-5.821,0.229,0.456
1348,0.134,0.019,0.146,0.231,3.990,0.134,0.019,0.147,0.231,0.838,0.134,0.019,0.146,0.231,3.990,0.383,0.468,-22.523,76.635,0.432,0.932
1392,0.235,0.733,0.031,0.363,2.651,0.235,0.736,0.031,0.364,0.599,0.235,0.733,0.031,0.363,2.651,0.383,0.543,-54.661,2.533,0.252,0.504
1455,0.843,0.770,0.249,0.319,0.849,0.845,0.773,0.250,0.319,0.278,0.843,0.770,0.249,0.319,0.849,0.383,0.643,77.963,-35.663,0.991,0.283
1516,0.831,0.223,0.131,0.288,2.101,0.833,0.223,0.131,0.288,0.501,0.831,0.223,0.131,0.288,2.101,0.383,0.546,42.616,26.020,0.794,0.640
1632,0.837,0.863,0.897,0.130,-0.209,0.839,0.867,0.898,0.130,0.090,0.837,0.863,0.897,0.130,-0.209,0.382,0.473,-95.626,30.454,0.024,0.665
635,0.795,0.146,0.003,0.410,2.376,0.797,0.146,0.003,0.411,0.550,0.795,0.146,0.003,0.410,2.376,0.381,0.479,38.249,24.242,0.770,0.629
1777,0.297,0.809,0.791,0.111,1.323,0.298,0.812,0.792,0.111,0.362,0.297,0.809,0.791,0.111,1.323,0.378,0.539,4.322,-65.348,0.581,0.112
1400,0.116,0.884,0.803,0.287,0.969,0.117,0.888,0.804,0.288,0.299,0.116,0.884,0.803,0.287,0.969,0.377,0.490,-1.050,-75.552,0.551,0.053
527,0.788,0.147,0.769,0.413,1.006,0.790,0.148,0.770,0.414,0.306,0.788,0.147,0.769,0.413,1.006,0.376,0.586,39.587,-55.411,0.778,0.169
814,0.108,0.763,0.151,0.305,2.528,0.108,0.766,0.151,0.306,0.577,0.108,0.763,0.151,0.305,2.528,0.376,0.571,-56.373,-2.525,0.243,0.475
1089,0.071,0.723,0.014,0.085,3.663,0.071,0.726,0.014,0.085,0.779,0.071,0.723,0.014,0.085,3.663,0.376,0.491,-31.942,49.186,0.379,0.774
1558,0.860,0.764,0.059,0.409,1.055,0.862,0.767,0.059,0.410,0.315,0.860,0.764,0.059,0.409,1.055,0.376,0.468,73.693,-30.326,0.968,0.314
35,0.747,0.754,0.803,0.329,0.202,0.749,0.757,0.804,0.329,0.163,0.747,0.754,0.803,0.329,0.202,0.375,0.585,-88.973,30.942,0.061,0.668
772,0.132,0.194,0.131,0.209,3.722,0.132,0.195,0.132,0.210,0.790,0.132,0.194,0.131,0.209,3.722,0.373,0.566,-7.456,74.609,0.515,0.920
973,0.143,0.244,0.885,0.126,2.426,0.143,0.245,0.886,0.126,0.559,0.143,0.244,0.885,0.126,2.426,0.373,0.490,-28.653,-33.985,0.397,0.293
1096,0.013,0.112,0.207,0.342,3.694,0.013,0.112,0.207,0.343,0.785,0.013,0.112,0.207,0.342,3.694,0.373,0.483,-4.846,74.683,0.530,0.921
339,0.709,0.856,0.006,0.456,1.477,0.711,0.860,0.006,0.457,0.390,0.709,0.856,0.006,0.456,1.477,0.372,0.435,74.284,-13.735,0.971,0.410
1866,0.783,0.164,0.174,0.314,2.222,0.785,0.164,0.174,0.314,0.523,0.783,0.164,0.174,0.314,2.222,0.372,0.599,40.871,27.132,0.785,0.646
755,0.226,0.176,0.872,0.106,2.388,0.226,0.176,0.873,0.106,0.552,0.226,0.176,0.872,0.106,2.388,0.369,0.481,-28.616,-33.143,0.398,0.298
1341,0.750,0.186,0.158,0.368,2.305,0.752,0.187,0.158,0.368,0.537,0.750,0.186,0.158,0.368,2.305,0.369,0.621,39.823,27.054,0.779,0.646
459,0.911,0.251,0.774,0.011,1.539,0.913,0.252,0.775,0.011,0.401,0.911,0.251,0.774,0.011,1.539,0.368,0.408,27.568,-43.864,0.711,0.236
685,0.067,0.242,0.751,0.190,2.841,0.067,0.243,0.752,0.191,0.633,0.067,0.242,0.751,0.190,2.841,0.368,0.537,-23.356,-19.825,0.427,0.375
972,0.070,0.841,0.226,0.138,2.566,0.070,0.845,0.226,0.138,0.584,0.070,0.841,0.226,0.138,2.566,0.368,0.474,-54.257,-4.094,0.255,0.466
1046,0.139,0.726,0.009,0.462,2.764,0.140,0.729,0.009,0.462,0.619,0.139,0.726,0.009,0.462,2.764,0.367,0.510,-52.490,5.990,0.265,0.524
1446,0.203,0.749,0.788,0.135,1.611,0.204,0.752,0.790,0.135,0.414,0.203,0.749,0.788,0.135,1.611,0.367,0.561,1.253,-58.530,0.564,0.151
243,0.810,0.838,0.740,0.430,-0.305,0.813,0.841,0.741,0.430,0.073,0.810,0.838,0.740,0.430,-0.305,0.366,0.476,-96.525,35.156,0.019,0.693
1832,0.189,0.129,0.110,0.261,3.665,0.189,0.130,0.110,0.261,0.780,0.189,0.129,0.110,0.261,3.665,0.365,0.544,-7.344,75.580,0.516,0.926
1768,0.825,0.032,0.915,0.373,0.997,0.827,0.032,0.916,0.373,0.305,0.825,0.032,0.915,0.373,0.997,0.364,0.412,39.793,-53.989,0.779,0.177
1640,0.290,0.134,0.752,0.081,2.930,0.290,0.134,0.753,0.080,0.649,0.290,0.134,0.752,0.081,2.930,0.363,0.539,-7.572,-5.957,0.515,0.455
373,0.249,0.757,0.081,0.126,2.916,0.250,0.760,0.081,0.126,0.646,0.249,0.757,0.081,0.126,2.916,0.361,0.532,-34.204,24.066,0.366,0.628
1478,0.839,0.248,0.109,0.083,2.580,0.841,0.249,0.109,0.083,0.586,0.839,0.248,0.109,0.083,2.580,0.361,0.476,30.198,31.101,0.725,0.669
1628,0.080,0.207,0.187,0.350,3.395,0.080,0.208,0.187,0.351,0.732,0.080,0.207,0.187,0.350,3.395,0.361,0.554,6.714,71.506,0.594,0.903
888,0.002,0.872,0.186,0.191,2.601,0.002,0.876,0.186,0.191,0.590,0.002,0.872,0.186,0.191,2.601,0.359,0.411,-54.631,-3.260,0.253,0.471
175,0.080,0.118,0.189,0.267,3.749,0.080,0.118,0.190,0.267,0.795,0.080,0.118,0.189,0.267,3.749,0.358,0.501,-6.132,74.823,0.523,0.922
1496,0.129,0.129,0.749,0.367,2.498,0.129,0.129,0.750,0.368,0.572,0.129,0.129,0.749,0.367,2.498,0.358,0.576,-34.384,-32.556,0.365,0.301
411,0.833,0.750,0.083,0.131,1.707,0.836,0.753,0.083,0.131,0.431,0.833,0.750,0.083,0.131,1.707,0.356,0.473,59.124,-15.947,0.886,0.397
403,0.821,0.358,0.854,0.005,1.391,0.823,0.360,0.855,0.005,0.375,0.821,0.358,0.854,0.005,1.391,0.355,0.418,28.598,-47.290,0.716,0.216
664,0.852,0.748,0.212,0.170,1.343,0.854,0.752,0.212,0.170,0.366,0.852,0.748,0.212,0.170,1.343,0.355,0.519,65.847,-25.530,0.924,0.342
1738,0.069,0.114,0.188,0.405,3.516,0.069,0.114,0.188,0.406,0.753,0.069,0.114,0.188,0.405,3.516,0.355,0.519,2.668,72.983,0.572,0.911
623,0.020,0.335,0.041,0.137,4.372,0.020,0.337,0.041,0.137,0.905,0.020,0.335,0.041,0.137,4.372,0.354,0.400,-37.855,64.564,0.346,0.862
1013,0.744,0.263,0.848,0.306,1.039,0.746,0.264,0.849,0.306,0.312,0.744,0.263,0.848,0.306,1.039,0.354,0.605,37.814,-55.786,0.768,0.167
1315,0.074,0.738,0.798,0.057,2.058,0.074,0.741,0.799,0.057,0.493,0.074,0.738,0.798,0.057,2.058,0.354,0.477,-4.250,-49.724,0.533,0.202
1384,0.846,0.160,0.743,0.263,1.246,0.849,0.160,0.745,0.264,0.349,0.846,0.160,0.743,0.263,1.246,0.354,0.513,34.439,-49.580,0.749,0.203
1549,0.228,0.189,0.045,0.357,3.431,0.228,0.190,0.045,0.358,0.738,0.228,0.189,0.045,0.357,3.431,0.354,0.510,8.485,83.172,0.604,0.970
371,0.164,0.043,0.005,0.514,3.754,0.164,0.043,0.005,0.514,0.796,0.164,0.043,0.005,0.514,3.754,0.353,0.446,-3.098,79.535,0.540,0.949
959,0.786,0.017,0.911,0.469,1.051,0.788,0.017,0.913,0.470,0.314,0.786,0.017,0.911,0.469,1.051,0.353,0.394,40.504,-53.423,0.783,0.181
1383,0.768,0.821,0.226,0.134,1.336,0.770,0.825,0.226,0.134,0.365,0.768,0.821,0.226,0.134,1.336,0.353,0.511,65.232,-26.196,0.920,0.338
1573,0.789,0.181,0.075,0.089,2.883,0.791,0.182,0.075,0.089,0.640,0.789,0.181,0.075,0.089,2.883,0.353,0.494,19.402,31.620,0.665,0.672
1124,0.148,0.259,0.793,0.343,2.065,0.149,0.260,0.794,0.343,0.495,0.148,0.259,0.793,0.343,2.065,0.352,0.545,-37.942,-44.326,0.346,0.233
1491,0.874,0.885,0.772,0.177,-0.077,0.877,0.889,0.773,0.177,0.113,0.874,0.885,0.772,0.177,-0.077,0.350,0.451,-94.410,29.925,0.031,0.662
36,0.899,0.802,0.170,0.153,1.203,0.901,0.806,0.170,0.153,0.341,0.899,0.802,0.170,0.153,1.203,0.349,0.467,66.880,-27.061,0.930,0.333
165,0.091,0.736,0.886,0.351,1.289,0.091,0.739,0.887,0.352,0.356,0.091,0.736,0.886,0.351,1.289,0.348,0.437,-0.626,-69.032,0.553,0.090
1474,0.103,0.763,0.708,0.487,1.615,0.103,0.767,0.709,0.488,0.414,0.103,0.763,0.708,0.487,1.615,0.348,0.524,-5.673,-63.735,0.525,0.121
248,0.760,0.216,0.131,0.163,2.715,0.762,0.217,0.131,0.163,0.610,0.760,0.216,0.131,0.163,2.715,0.347,0.550,26.633,29.164,0.705,0.658
703,0.025,0.735,0.232,0.381,2.621,0.025,0.738,0.232,0.382,0.594,0.025,0.735,0.232,0.381,2.621,0.347,0.487,-53.077,-1.391,0.261,0.481
1503,0.226,0.223,0.074,0.341,3.364,0.227,0.224,0.074,0.341,0.726,0.226,0.223,0.074,0.341,3.364,0.347,0.532,8.929,82.957,0.607,0.969
267,0.851,0.187,0.222,0.075,2.424,0.853,0.188,0.222,0.075,0.559,0.851,0.187,0.222,0.075,2.424,0.346,0.445,33.386,31.993,0.743,0.674
759,0.115,0.244,0.819,0.435,1.906,0.115,0.245,0.820,0.436,0.466,0.115,0.244,0.819,0.435,1.906,0.346,0.491,-42.019,-46.631,0.323,0.220
1454,0.194,0.737,0.065,0.222,2.911,0.194,0.741,0.065,0.222,0.645,0.194,0.737,0.065,0.222,2.911,0.345,0.510,-33.525,24.385,0.370,0.630
1680,0.042,0.271,0.780,0.219,2.652,0.042,0.272,0.781,0.219,0.599,0.042,0.271,0.780,0.219,2.652,0.345,0.467,-24.379,-23.715,0.421,0.352
72,0.842,0.037,0.251,0.305,2.234,0.845,0.037,0.252,0.306,0.525,0.842,0.037,0.251,0.305,2.234,0.343,0.425,42.061,27.950,0.791,0.651
354,0.740,0.789,0.826,0.452,-0.211,0.742,0.793,0.827,0.453,0.089,0.740,0.789,0.826,0.452,-0.211,0.343,0.465,-95.354,34.733,0.026,0.690
713,0.862,0.703,0.850,0.247,0.201,0.864,0.707,0.851,0.247,0.163,0.862,0.703,0.850,0.247,0.201,0.343,0.489,-89.936,29.662,0.056,0.661
