# {'f_': [5, 9], 'mu_': [15, 15], 'n': 2000, 'N': 4, 'M': 5, 'mu': [14, 14], 'x': [10, 13], 'f': [0, 4]}
1345,0.112,0.179,0.211,3.341,3.296,0.015,0.023,0.027,0.374,0.368,0.506,0.057,0.499,0.356,0.407,1.134
1502,0.320,0.221,7.057,1.362,0.981,0.044,0.028,0.900,0.152,0.110,0.914,0.879,0.035,0.615,0.400,0.459
1107,4.603,1.910,4.273,0.739,0.381,0.638,0.246,0.545,0.083,0.043,0.963,0.929,0.549,0.750,0.400,0.672
1170,0.732,5.963,0.805,3.894,1.096,0.101,0.768,0.103,0.435,0.122,0.904,0.636,0.915,0.078,0.400,0.599
796,6.170,0.339,1.172,3.792,0.954,0.855,0.044,0.150,0.424,0.107,0.918,0.655,0.881,0.965,0.398,0.490
1833,0.052,0.086,0.130,3.595,3.341,0.007,0.011,0.017,0.402,0.373,0.524,0.029,0.418,0.346,0.397,1.005
885,1.388,1.258,2.194,3.620,0.251,0.192,0.162,0.280,0.405,0.028,0.965,0.428,0.450,0.531,0.391,1.036
850,0.722,0.849,1.074,1.748,2.009,0.100,0.109,0.137,0.195,0.225,0.548,0.461,0.512,0.449,0.390,3.122
1636,0.728,6.276,0.719,3.657,1.183,0.101,0.809,0.092,0.409,0.132,0.898,0.668,0.928,0.074,0.389,0.542
872,0.262,0.291,0.491,5.317,1.379,0.036,0.037,0.063,0.595,0.154,0.839,0.075,0.429,0.467,0.388,0.695
759,0.858,1.447,6.840,1.269,0.363,0.119,0.186,0.873,0.142,0.041,0.968,0.887,0.154,0.341,0.385,0.463
475,0.666,0.867,6.037,2.212,0.662,0.092,0.112,0.770,0.247,0.074,0.936,0.780,0.114,0.417,0.382,0.549
1748,0.840,0.789,3.593,4.005,0.074,0.116,0.102,0.458,0.448,0.008,0.991,0.481,0.198,0.520,0.369,0.821
1753,2.793,6.307,1.908,1.474,0.374,0.387,0.813,0.243,0.165,0.042,0.967,0.871,0.828,0.265,0.369,0.478
1434,6.026,1.351,2.543,2.476,0.264,0.835,0.174,0.324,0.277,0.029,0.976,0.774,0.751,0.860,0.364,0.452
1339,0.268,0.215,0.541,2.751,3.442,0.037,0.028,0.069,0.308,0.385,0.437,0.146,0.361,0.569,0.364,1.019
1594,0.431,0.429,0.819,4.195,1.982,0.060,0.055,0.104,0.469,0.222,0.726,0.152,0.407,0.502,0.360,0.870
895,4.659,0.946,4.821,0.714,1.139,0.646,0.122,0.615,0.080,0.127,0.894,0.933,0.496,0.872,0.360,0.635
1275,6.394,1.401,2.894,1.239,1.075,0.886,0.181,0.369,0.139,0.120,0.906,0.891,0.735,0.863,0.359,0.469
812,5.337,3.836,0.688,0.960,1.797,0.740,0.494,0.088,0.107,0.201,0.833,0.908,0.934,0.603,0.359,0.551
519,0.071,0.100,5.510,1.662,2.501,0.010,0.013,0.703,0.186,0.280,0.739,0.814,0.014,0.392,0.356,0.514
460,0.109,0.100,0.164,2.673,3.777,0.015,0.013,0.021,0.299,0.422,0.393,0.052,0.468,0.526,0.355,0.868
1897,0.858,1.155,6.081,0.109,2.193,0.119,0.149,0.776,0.012,0.245,0.785,0.989,0.148,0.407,0.353,0.462
512,0.151,0.214,5.528,2.413,1.715,0.021,0.028,0.705,0.270,0.192,0.824,0.738,0.030,0.391,0.351,0.513
110,3.516,5.726,0.752,1.058,1.712,0.487,0.738,0.096,0.118,0.191,0.844,0.901,0.929,0.351,0.349,0.544
1618,5.057,3.594,0.809,2.193,0.873,0.701,0.463,0.103,0.245,0.098,0.917,0.785,0.917,0.607,0.349,0.579
916,6.341,0.413,0.504,2.764,2.509,0.879,0.053,0.064,0.309,0.280,0.779,0.740,0.950,0.959,0.348,0.421
1700,0.236,0.405,5.894,2.498,1.421,0.033,0.052,0.752,0.279,0.159,0.861,0.745,0.050,0.336,0.345,0.479
1596,0.322,0.318,0.988,2.030,3.428,0.045,0.041,0.126,0.227,0.383,0.377,0.313,0.274,0.504,0.342,1.000
1542,0.502,0.497,0.583,4.687,1.688,0.070,0.064,0.074,0.524,0.189,0.784,0.123,0.561,0.503,0.341,0.742
1484,0.094,0.109,3.398,3.483,1.978,0.013,0.014,0.433,0.389,0.221,0.754,0.492,0.027,0.454,0.341,0.811
1114,2.480,1.141,6.036,1.237,0.716,0.344,0.147,0.770,0.138,0.080,0.933,0.882,0.270,0.726,0.340,0.492
210,0.647,4.305,5.211,1.316,0.850,0.090,0.555,0.665,0.147,0.095,0.922,0.878,0.443,0.095,0.339,0.590
1304,6.417,0.085,1.353,2.324,2.472,0.889,0.011,0.173,0.260,0.276,0.783,0.783,0.868,0.992,0.339,0.386
1097,0.852,0.636,4.195,3.791,0.197,0.118,0.082,0.535,0.424,0.022,0.978,0.542,0.158,0.592,0.338,0.659
187,0.000,0.001,0.001,3.410,3.852,0.000,0.000,0.000,0.381,0.431,0.461,0.000,0.533,0.290,0.331,0.767
549,1.405,1.308,2.615,3.112,0.519,0.195,0.169,0.334,0.348,0.058,0.927,0.513,0.403,0.523,0.330,1.139
1771,0.948,2.190,3.027,3.628,0.053,0.131,0.282,0.386,0.406,0.006,0.994,0.519,0.425,0.260,0.330,0.824
443,0.081,0.118,0.088,3.362,3.660,0.011,0.015,0.011,0.376,0.409,0.473,0.032,0.649,0.382,0.329,0.827
417,0.400,0.352,0.798,3.751,2.358,0.055,0.045,0.102,0.419,0.264,0.652,0.160,0.375,0.541,0.329,0.879
1311,1.009,0.740,1.593,4.906,0.423,0.140,0.095,0.203,0.549,0.047,0.949,0.249,0.424,0.597,0.327,0.652
485,1.108,2.365,6.084,1.023,1.037,0.154,0.305,0.776,0.114,0.116,0.902,0.902,0.258,0.279,0.323,0.488
1289,5.958,1.963,1.023,3.131,0.600,0.825,0.253,0.130,0.350,0.067,0.946,0.709,0.897,0.797,0.322,0.425
1422,0.647,3.687,5.994,1.185,0.780,0.090,0.475,0.765,0.133,0.087,0.931,0.894,0.355,0.111,0.322,0.475
1184,6.310,2.022,2.381,1.616,0.689,0.874,0.261,0.304,0.181,0.077,0.939,0.856,0.780,0.803,0.321,0.403
1244,0.957,1.657,1.613,4.414,0.564,0.133,0.213,0.206,0.494,0.063,0.930,0.328,0.554,0.333,0.321,0.744
1270,3.202,5.648,1.268,0.513,2.067,0.444,0.728,0.162,0.057,0.231,0.808,0.951,0.877,0.328,0.319,0.476
1708,2.180,0.754,2.586,4.243,0.123,0.302,0.097,0.330,0.475,0.014,0.986,0.436,0.464,0.788,0.319,0.691
999,4.889,3.910,1.112,0.752,1.885,0.677,0.504,0.142,0.084,0.211,0.818,0.925,0.888,0.571,0.319,0.537
186,1.249,0.824,2.181,4.104,0.675,0.173,0.106,0.278,0.459,0.075,0.913,0.364,0.383,0.629,0.316,0.824
1580,4.729,4.063,0.304,2.116,1.127,0.655,0.523,0.039,0.237,0.126,0.892,0.792,0.969,0.548,0.316,0.513
1573,0.336,2.858,3.461,3.984,0.240,0.047,0.368,0.441,0.446,0.027,0.975,0.539,0.442,0.074,0.309,0.737
648,5.018,3.539,0.579,0.430,2.634,0.695,0.456,0.074,0.048,0.294,0.744,0.956,0.940,0.609,0.308,0.477
456,0.147,0.187,0.286,2.517,3.880,0.020,0.024,0.036,0.281,0.434,0.369,0.093,0.442,0.426,0.306,0.738
938,0.637,0.813,0.799,4.886,1.320,0.088,0.105,0.102,0.546,0.147,0.838,0.166,0.581,0.423,0.303,0.662
914,2.474,2.975,0.297,4.712,0.305,0.343,0.383,0.038,0.527,0.034,0.968,0.439,0.951,0.442,0.302,0.613
769,2.219,4.952,3.354,1.446,0.187,0.307,0.638,0.428,0.162,0.021,0.982,0.858,0.648,0.268,0.300,0.487
751,0.011,2.938,4.229,3.670,0.609,0.002,0.379,0.539,0.410,0.068,0.939,0.606,0.387,0.002,0.300,0.558
882,0.799,1.866,4.974,3.114,0.091,0.111,0.240,0.635,0.348,0.010,0.991,0.666,0.247,0.258,0.299,0.478
557,0.153,0.173,3.578,2.837,2.228,0.021,0.022,0.456,0.317,0.249,0.711,0.574,0.041,0.462,0.299,0.686
80,0.366,3.322,5.452,2.690,0.024,0.051,0.428,0.696,0.301,0.003,0.998,0.747,0.350,0.070,0.298,0.430
646,0.976,5.797,0.045,2.108,3.340,0.135,0.747,0.006,0.236,0.373,0.687,0.781,0.995,0.106,0.297,0.401
929,0.763,3.534,4.788,2.437,0.282,0.106,0.455,0.611,0.272,0.031,0.972,0.754,0.412,0.135,0.297,0.512
1007,2.715,1.205,4.915,2.255,0.095,0.376,0.155,0.627,0.252,0.011,0.990,0.762,0.346,0.734,0.296,0.481
1796,0.577,0.657,0.926,3.751,1.881,0.080,0.085,0.118,0.420,0.210,0.718,0.208,0.482,0.459,0.296,0.871
810,1.174,0.734,3.983,3.669,0.354,0.163,0.095,0.508,0.410,0.040,0.960,0.544,0.213,0.644,0.295,0.631
507,4.810,0.079,0.809,4.777,1.570,0.666,0.010,0.103,0.534,0.175,0.856,0.507,0.894,0.990,0.295,0.449
256,0.934,0.419,3.941,4.598,0.395,0.129,0.054,0.503,0.514,0.044,0.959,0.461,0.162,0.732,0.294,0.626
635,0.511,0.390,0.467,3.237,2.775,0.071,0.050,0.060,0.362,0.310,0.558,0.153,0.600,0.585,0.293,0.939
669,1.714,6.195,2.776,1.009,1.316,0.237,0.798,0.354,0.113,0.147,0.883,0.909,0.740,0.172,0.293,0.428
1119,0.513,0.283,6.583,1.126,2.078,0.071,0.036,0.840,0.126,0.232,0.809,0.893,0.057,0.679,0.292,0.363
1920,0.153,2.479,6.401,2.950,0.035,0.021,0.319,0.816,0.330,0.004,0.997,0.742,0.236,0.039,0.291,0.358
940,0.877,0.646,1.012,1.457,2.345,0.122,0.083,0.129,0.163,0.262,0.462,0.506,0.523,0.596,0.289,1.617
1320,1.892,1.522,5.355,0.129,1.786,0.262,0.196,0.683,0.014,0.200,0.812,0.986,0.271,0.569,0.287,0.429
1524,0.889,1.492,2.162,3.714,0.822,0.123,0.192,0.276,0.415,0.092,0.888,0.408,0.431,0.342,0.286,0.886
1515,0.033,0.062,0.035,7.068,0.086,0.005,0.008,0.005,0.791,0.010,0.992,0.007,0.701,0.310,0.286,0.364
1831,0.289,0.196,0.466,2.477,3.795,0.040,0.025,0.059,0.277,0.424,0.376,0.147,0.409,0.621,0.286,0.716
1690,0.494,0.565,1.322,2.365,2.293,0.068,0.073,0.169,0.264,0.256,0.564,0.364,0.329,0.458,0.282,1.441
1133,0.699,0.809,1.097,4.354,1.342,0.097,0.104,0.140,0.487,0.150,0.820,0.215,0.492,0.453,0.281,0.721
145,1.721,4.355,3.934,1.640,0.212,0.238,0.561,0.502,0.183,0.024,0.979,0.833,0.555,0.240,0.279,0.520
351,0.556,0.327,4.634,3.933,0.573,0.077,0.042,0.591,0.440,0.064,0.940,0.555,0.088,0.662,0.278,0.506
20,0.696,0.443,0.653,4.170,2.171,0.096,0.057,0.083,0.466,0.243,0.702,0.157,0.573,0.639,0.277,0.677
1066,1.739,1.405,1.563,3.462,0.856,0.241,0.181,0.199,0.387,0.096,0.878,0.425,0.612,0.567,0.276,0.949
1673,0.056,0.066,3.058,1.833,3.353,0.008,0.008,0.390,0.205,0.375,0.520,0.656,0.018,0.451,0.276,0.722
1688,0.663,0.895,0.879,1.746,2.315,0.092,0.115,0.112,0.195,0.259,0.491,0.435,0.575,0.406,0.275,1.649
76,0.901,0.627,1.900,4.546,1.048,0.125,0.081,0.242,0.508,0.117,0.870,0.286,0.334,0.613,0.275,0.644
684,0.468,0.723,0.999,4.815,1.479,0.065,0.093,0.127,0.538,0.165,0.817,0.170,0.453,0.365,0.275,0.581
926,0.819,0.449,3.310,4.602,0.824,0.113,0.058,0.422,0.515,0.092,0.909,0.409,0.175,0.681,0.274,0.599
932,0.301,0.205,0.398,4.434,2.280,0.042,0.026,0.051,0.496,0.255,0.700,0.077,0.472,0.620,0.273,0.580
1918,0.147,0.111,0.176,0.342,4.632,0.020,0.014,0.022,0.038,0.518,0.058,0.408,0.515,0.587,0.271,0.539
1728,4.149,3.529,0.941,2.862,0.412,0.575,0.455,0.120,0.320,0.046,0.958,0.696,0.891,0.551,0.271,0.513
1790,0.428,3.168,3.018,3.841,0.485,0.059,0.408,0.385,0.430,0.054,0.947,0.543,0.518,0.086,0.271,0.720
393,0.351,0.462,0.891,1.012,3.728,0.049,0.059,0.114,0.113,0.417,0.239,0.516,0.367,0.414,0.269,0.732
353,0.376,0.404,0.643,5.688,0.617,0.052,0.052,0.082,0.636,0.069,0.932,0.094,0.451,0.478,0.269,0.460
594,0.577,0.372,0.521,3.016,2.935,0.080,0.048,0.066,0.337,0.328,0.521,0.177,0.587,0.636,0.267,0.924
102,0.373,1.981,3.711,4.518,0.202,0.052,0.255,0.473,0.505,0.023,0.979,0.479,0.317,0.118,0.267,0.553
546,2.233,1.079,5.276,2.270,0.367,0.309,0.139,0.673,0.254,0.041,0.963,0.764,0.280,0.713,0.266,0.421
865,2.889,2.598,3.450,1.686,0.225,0.400,0.335,0.440,0.188,0.025,0.974,0.800,0.538,0.534,0.265,0.639
1243,0.214,0.265,0.539,0.696,4.357,0.030,0.034,0.069,0.078,0.487,0.136,0.472,0.359,0.432,0.265,0.580
1777,2.046,6.187,0.984,0.506,2.971,0.283,0.797,0.125,0.057,0.332,0.731,0.951,0.905,0.203,0.265,0.358
1789,1.234,0.685,1.443,4.551,1.097,0.171,0.088,0.184,0.509,0.123,0.862,0.266,0.493,0.677,0.263,0.625
572,3.919,2.007,3.794,0.004,1.699,0.543,0.259,0.484,0.000,0.190,0.819,1.000,0.547,0.699,0.263,0.484
1558,4.887,2.451,0.231,0.441,3.764,0.677,0.316,0.030,0.049,0.421,0.617,0.949,0.973,0.704,0.263,0.406
925,2.944,1.802,1.246,4.229,0.298,0.408,0.232,0.159,0.473,0.033,0.966,0.455,0.779,0.650,0.263,0.597
918,0.616,0.346,0.693,1.839,3.414,0.085,0.045,0.088,0.206,0.382,0.349,0.314,0.506,0.674,0.262,0.778
242,5.663,1.445,1.226,3.562,0.635,0.785,0.186,0.156,0.398,0.071,0.942,0.658,0.868,0.841,0.261,0.366
148,1.771,6.496,1.682,0.318,2.561,0.245,0.837,0.215,0.036,0.286,0.775,0.971,0.844,0.169,0.260,0.325
517,2.043,3.045,4.357,0.651,1.117,0.283,0.392,0.556,0.073,0.125,0.877,0.928,0.445,0.376,0.260,0.538
578,2.210,0.908,1.827,4.313,0.630,0.306,0.117,0.233,0.482,0.070,0.924,0.388,0.584,0.752,0.260,0.630
1829,0.361,0.512,1.081,1.842,3.005,0.050,0.066,0.138,0.206,0.336,0.406,0.379,0.334,0.391,0.258,0.904
563,1.683,1.293,1.597,3.202,1.050,0.233,0.167,0.204,0.358,0.117,0.843,0.441,0.589,0.583,0.257,1.064
1226,0.391,0.251,0.719,1.055,4.140,0.054,0.032,0.092,0.118,0.463,0.202,0.434,0.365,0.637,0.256,0.594
1869,2.040,3.915,3.088,2.245,0.033,0.283,0.504,0.394,0.251,0.004,0.996,0.749,0.611,0.306,0.255,0.511
790,1.092,1.930,3.249,2.983,0.628,0.151,0.249,0.414,0.334,0.070,0.919,0.587,0.381,0.328,0.255,0.742
1223,0.787,0.760,1.352,1.382,2.192,0.109,0.098,0.172,0.155,0.245,0.504,0.573,0.433,0.511,0.255,1.734
1684,1.029,2.291,1.634,4.740,0.115,0.143,0.295,0.208,0.530,0.013,0.987,0.359,0.633,0.269,0.255,0.493
750,0.044,4.099,1.966,4.498,0.906,0.006,0.528,0.251,0.503,0.101,0.910,0.503,0.715,0.007,0.254,0.487
936,1.074,4.646,0.749,5.123,0.090,0.149,0.599,0.096,0.573,0.010,0.992,0.481,0.901,0.145,0.254,0.431
1617,0.245,0.237,0.407,0.967,4.334,0.034,0.030,0.052,0.108,0.485,0.159,0.320,0.444,0.511,0.254,0.558
1599,0.316,0.250,0.816,2.336,3.642,0.044,0.032,0.104,0.261,0.407,0.384,0.237,0.292,0.574,0.254,0.676
1578,0.249,0.192,2.425,2.444,2.871,0.035,0.025,0.309,0.273,0.321,0.559,0.500,0.082,0.581,0.253,0.855
1084,0.627,0.461,1.191,4.878,1.426,0.087,0.059,0.152,0.546,0.159,0.826,0.181,0.368,0.597,0.253,0.519
266,1.061,0.880,1.554,2.581,1.544,0.147,0.113,0.198,0.289,0.173,0.722,0.431,0.462,0.559,0.252,1.434
1904,1.250,1.311,3.295,2.776,0.818,0.173,0.169,0.420,0.310,0.091,0.890,0.595,0.320,0.485,0.252,0.767
898,1.810,3.133,0.837,4.852,0.149,0.251,0.404,0.107,0.543,0.017,0.985,0.416,0.855,0.334,0.252,0.479
1683,0.582,0.663,1.390,1.396,2.513,0.081,0.085,0.177,0.156,0.281,0.452,0.552,0.360,0.459,0.250,1.250
1757,0.577,0.418,0.985,4.108,2.008,0.080,0.054,0.126,0.459,0.224,0.721,0.183,0.399,0.601,0.250,0.617
573,0.736,3.174,2.321,4.138,0.373,0.102,0.409,0.296,0.463,0.042,0.959,0.489,0.606,0.145,0.249,0.592
340,0.019,0.009,4.101,3.324,2.381,0.003,0.001,0.523,0.372,0.266,0.730,0.566,0.003,0.725,0.249,0.477
786,2.201,2.994,0.325,4.828,0.523,0.305,0.386,0.041,0.540,0.058,0.946,0.419,0.944,0.404,0.249,0.499
1510,1.999,2.681,1.554,3.540,0.401,0.277,0.345,0.198,0.396,0.045,0.950,0.513,0.723,0.408,0.249,0.709
298,0.695,0.723,5.799,1.784,1.451,0.096,0.093,0.740,0.199,0.162,0.852,0.813,0.109,0.488,0.247,0.381
162,0.714,3.339,4.131,2.848,0.497,0.099,0.430,0.527,0.318,0.055,0.948,0.689,0.440,0.134,0.246,0.521
528,1.779,1.251,2.504,2.703,0.930,0.247,0.161,0.319,0.302,0.104,0.864,0.565,0.455,0.610,0.245,1.138
1002,0.245,0.249,0.189,3.149,3.573,0.034,0.032,0.024,0.352,0.399,0.462,0.080,0.684,0.495,0.245,0.652
780,0.470,0.693,0.686,1.456,3.173,0.065,0.089,0.087,0.163,0.355,0.331,0.407,0.563,0.380,0.244,0.843
356,5.442,1.831,3.311,0.978,1.104,0.754,0.236,0.422,0.109,0.123,0.896,0.907,0.667,0.793,0.244,0.378
190,0.972,1.011,1.290,1.090,2.554,0.135,0.130,0.165,0.122,0.285,0.452,0.669,0.526,0.487,0.242,1.486
1820,2.733,3.057,0.375,3.791,1.079,0.379,0.394,0.048,0.424,0.121,0.879,0.526,0.942,0.464,0.241,0.641
97,0.015,0.039,5.111,3.717,1.626,0.002,0.005,0.652,0.416,0.182,0.840,0.600,0.005,0.231,0.240,0.369
235,0.316,0.391,1.657,1.864,3.156,0.044,0.050,0.211,0.208,0.353,0.432,0.476,0.187,0.433,0.239,0.774
631,4.016,1.465,0.598,5.160,0.234,0.556,0.189,0.076,0.577,0.026,0.978,0.443,0.912,0.777,0.239,0.433
82,0.318,0.505,0.463,1.277,4.149,0.044,0.065,0.059,0.143,0.464,0.219,0.340,0.580,0.358,0.238,0.567
1370,3.414,4.754,0.268,2.343,1.477,0.473,0.613,0.034,0.262,0.165,0.854,0.758,0.971,0.396,0.237,0.409
1245,2.160,3.406,3.306,1.959,0.253,0.299,0.439,0.422,0.219,0.028,0.971,0.771,0.563,0.360,0.237,0.576
595,0.361,0.284,0.739,5.597,1.220,0.050,0.037,0.094,0.626,0.136,0.865,0.098,0.354,0.576,0.237,0.402
629,2.090,1.673,2.434,2.455,0.858,0.290,0.216,0.310,0.275,0.096,0.877,0.620,0.530,0.570,0.235,1.096
109,0.365,0.228,0.607,0.846,4.305,0.051,0.029,0.077,0.095,0.481,0.163,0.459,0.393,0.645,0.234,0.518
962,0.384,2.954,2.964,3.730,0.897,0.053,0.381,0.378,0.417,0.100,0.899,0.538,0.502,0.082,0.233,0.639
370,0.354,0.198,0.402,3.513,3.032,0.049,0.026,0.051,0.393,0.339,0.551,0.103,0.503,0.675,0.232,0.633
