# {'f': [0, 3], 'M': 4, 'x': [8, 10], 'mu': [11, 11], 'f_': [4, 7], 'n': 1000, 'y_': [14, 15], 'N': 3, 'y': [12, 13]}
348,4.634,5.435,0.488,0.166,0.564,0.630,0.054,0.017,0.985,0.957,0.449,0.595,-4.382,15.300,0.502,0.682
178,0.733,8.590,0.039,1.596,0.089,0.996,0.004,0.175,0.883,0.997,0.054,0.593,17.412,25.038,0.695,0.760
911,4.075,6.103,0.421,0.291,0.496,0.707,0.046,0.031,0.975,0.963,0.375,0.575,-58.273,7.339,0.027,0.619
377,0.849,0.964,1.044,3.341,0.103,0.112,0.115,0.366,0.293,0.565,0.460,0.566,-9.580,18.628,0.457,0.709
234,0.020,7.315,0.662,3.078,0.002,0.848,0.073,0.338,0.747,0.943,0.002,0.562,0.937,18.273,0.549,0.706
443,3.921,6.199,0.378,0.502,0.477,0.719,0.042,0.054,0.957,0.967,0.359,0.532,-21.976,-20.923,0.347,0.394
766,7.373,2.597,0.366,1.157,0.897,0.301,0.040,0.126,0.907,0.970,0.784,0.531,-54.564,9.889,0.059,0.639
65,0.896,7.468,2.547,0.610,0.109,0.866,0.282,0.066,0.951,0.792,0.076,0.530,20.317,49.141,0.721,0.951
542,3.566,6.435,0.946,0.195,0.434,0.746,0.105,0.021,0.983,0.919,0.322,0.526,13.078,-39.425,0.657,0.247
719,7.505,2.415,0.680,1.002,0.913,0.280,0.075,0.109,0.920,0.945,0.802,0.519,-13.286,-3.131,0.424,0.536
516,7.660,0.152,1.459,2.167,0.932,0.018,0.161,0.237,0.827,0.880,0.987,0.517,31.206,-9.615,0.817,0.484
201,0.825,1.019,1.782,2.350,0.100,0.118,0.197,0.258,0.481,0.404,0.433,0.512,23.060,42.116,0.745,0.895
783,0.650,0.802,1.471,3.327,0.079,0.093,0.163,0.365,0.315,0.390,0.433,0.509,33.114,-10.841,0.834,0.474
172,0.100,0.089,4.260,3.105,0.012,0.010,0.471,0.341,0.599,0.020,0.534,0.508,-20.697,-39.907,0.358,0.243
62,0.420,0.433,6.458,1.190,0.051,0.050,0.715,0.130,0.885,0.059,0.490,0.500,24.069,49.589,0.754,0.955
856,1.670,7.461,2.080,0.387,0.203,0.865,0.230,0.042,0.969,0.831,0.140,0.497,31.791,-4.374,0.822,0.526
83,6.002,0.356,4.219,0.142,0.731,0.041,0.467,0.015,0.988,0.610,0.962,0.494,40.489,50.270,0.899,0.960
676,4.625,0.007,5.741,0.112,0.563,0.001,0.635,0.012,0.990,0.432,0.999,0.488,24.127,-45.523,0.754,0.199
296,7.648,0.893,2.194,0.905,0.931,0.104,0.243,0.099,0.928,0.823,0.926,0.479,-21.489,-31.753,0.351,0.308
260,0.562,0.492,0.924,4.278,0.068,0.057,0.102,0.469,0.172,0.433,0.542,0.472,8.329,4.997,0.615,0.600
797,0.217,0.198,3.910,3.207,0.026,0.023,0.433,0.352,0.564,0.048,0.529,0.465,-31.342,-0.424,0.264,0.557
554,0.854,0.554,1.274,3.898,0.104,0.064,0.141,0.428,0.252,0.429,0.634,0.458,-17.062,17.040,0.390,0.696
678,5.550,0.517,4.467,0.122,0.676,0.060,0.494,0.013,0.989,0.570,0.941,0.454,10.472,1.626,0.634,0.574
167,6.599,0.671,3.547,0.264,0.803,0.078,0.393,0.028,0.978,0.687,0.935,0.452,-26.712,-54.810,0.305,0.125
149,3.519,6.279,1.262,0.028,0.428,0.728,0.140,0.002,0.998,0.889,0.325,0.451,-15.909,-33.314,0.401,0.296
496,7.184,1.206,2.765,0.238,0.874,0.140,0.306,0.025,0.981,0.769,0.894,0.449,-20.910,3.786,0.357,0.591
901,0.982,6.965,0.115,3.136,0.119,0.807,0.013,0.344,0.733,0.990,0.089,0.438,29.327,-62.632,0.800,0.063
949,0.159,0.148,5.039,2.580,0.019,0.017,0.558,0.283,0.699,0.027,0.524,0.434,-57.818,-3.798,0.031,0.530
213,0.541,0.559,6.367,1.162,0.066,0.065,0.705,0.127,0.886,0.077,0.489,0.433,-24.832,-49.490,0.322,0.167
421,2.669,7.082,1.425,0.327,0.325,0.821,0.158,0.035,0.973,0.882,0.229,0.433,-1.980,7.354,0.524,0.619
490,0.741,0.680,1.747,3.150,0.090,0.079,0.193,0.345,0.362,0.333,0.528,0.417,-9.471,1.451,0.458,0.572
791,0.128,0.155,3.530,3.667,0.016,0.018,0.391,0.402,0.488,0.036,0.440,0.409,-28.939,1.638,0.286,0.574
539,5.718,0.232,0.150,4.493,0.696,0.027,0.016,0.493,0.576,0.983,0.974,0.408,-25.964,-1.596,0.312,0.548
433,1.735,7.294,2.084,0.564,0.211,0.846,0.231,0.061,0.954,0.827,0.149,0.405,-19.119,-14.097,0.372,0.449
970,1.314,7.208,0.437,2.567,0.160,0.836,0.048,0.281,0.786,0.962,0.115,0.404,-53.064,5.691,0.073,0.606
219,0.355,0.285,3.212,3.664,0.043,0.033,0.355,0.402,0.461,0.090,0.569,0.403,-27.589,-56.410,0.298,0.112
399,0.664,0.915,0.897,4.073,0.081,0.106,0.099,0.447,0.217,0.573,0.400,0.403,5.661,10.325,0.591,0.643
154,0.844,1.131,1.528,2.408,0.103,0.131,0.169,0.264,0.454,0.475,0.408,0.400,-11.853,-23.487,0.436,0.374
728,0.881,0.957,2.034,2.272,0.107,0.111,0.225,0.249,0.519,0.362,0.474,0.400,-45.140,14.971,0.143,0.680
525,2.359,7.044,1.829,0.314,0.287,0.817,0.202,0.034,0.974,0.846,0.206,0.397,-11.322,31.812,0.441,0.813
208,0.597,0.562,1.646,3.936,0.073,0.065,0.182,0.432,0.278,0.294,0.519,0.395,9.734,38.575,0.627,0.867
465,2.033,2.299,4.444,0.007,0.247,0.267,0.492,0.000,0.999,0.385,0.461,0.395,-29.393,-11.001,0.282,0.473
532,0.398,0.297,3.321,3.582,0.048,0.034,0.367,0.393,0.479,0.094,0.592,0.388,-36.247,-7.006,0.221,0.505
669,0.323,0.249,5.666,2.170,0.039,0.029,0.627,0.238,0.768,0.046,0.582,0.388,10.127,-1.595,0.631,0.548
876,0.360,0.440,0.607,4.674,0.044,0.051,0.067,0.513,0.112,0.479,0.437,0.386,-51.535,-7.538,0.086,0.501
758,1.262,1.580,5.965,0.201,0.154,0.183,0.660,0.021,0.980,0.208,0.429,0.385,-22.788,-3.389,0.340,0.534
187,0.313,0.331,2.946,3.836,0.038,0.038,0.326,0.421,0.421,0.098,0.483,0.384,-20.405,-36.765,0.361,0.268
795,2.230,1.809,4.811,0.047,0.271,0.210,0.532,0.004,0.995,0.343,0.566,0.383,46.759,-9.927,0.954,0.482
801,0.446,0.434,2.805,3.613,0.054,0.050,0.310,0.396,0.428,0.139,0.508,0.382,-41.551,17.357,0.174,0.699
14,0.991,6.917,2.850,0.784,0.121,0.802,0.315,0.085,0.934,0.753,0.091,0.376,36.485,35.519,0.863,0.843
873,0.042,0.023,6.112,2.433,0.005,0.003,0.676,0.267,0.759,0.005,0.682,0.373,32.927,-4.008,0.832,0.529
132,0.365,0.438,3.335,3.339,0.044,0.051,0.369,0.366,0.504,0.108,0.443,0.372,-18.652,-37.877,0.376,0.260
455,0.499,0.717,0.796,4.437,0.061,0.083,0.088,0.487,0.166,0.529,0.387,0.371,36.197,-8.757,0.861,0.491
611,0.952,0.647,1.409,3.328,0.116,0.075,0.156,0.365,0.318,0.436,0.620,0.369,18.775,-42.353,0.707,0.224
212,1.814,1.513,5.495,0.168,0.221,0.175,0.608,0.018,0.982,0.258,0.557,0.368,11.210,38.851,0.640,0.869
25,6.469,3.082,0.780,1.172,0.787,0.357,0.086,0.128,0.897,0.931,0.717,0.367,-26.470,-59.182,0.307,0.090
82,0.122,0.082,4.131,3.457,0.015,0.009,0.457,0.379,0.557,0.023,0.626,0.366,-13.118,-30.626,0.425,0.317
784,1.087,1.127,1.472,2.106,0.132,0.131,0.163,0.231,0.506,0.520,0.488,0.364,44.391,-6.680,0.933,0.508
878,5.429,0.476,4.360,0.563,0.661,0.055,0.482,0.061,0.949,0.570,0.944,0.364,-1.844,23.364,0.525,0.746
888,2.243,1.633,5.060,0.124,0.273,0.189,0.560,0.013,0.986,0.319,0.599,0.363,-51.493,-8.311,0.086,0.495
875,0.296,0.333,5.146,2.401,0.036,0.039,0.570,0.263,0.723,0.055,0.463,0.362,37.711,-14.450,0.874,0.446
460,0.471,0.560,6.666,0.877,0.057,0.065,0.738,0.096,0.917,0.070,0.445,0.360,-12.562,14.881,0.430,0.679
779,0.431,0.341,0.592,4.728,0.052,0.040,0.065,0.519,0.108,0.477,0.574,0.358,30.214,-4.637,0.808,0.524
447,0.408,0.437,0.484,4.746,0.050,0.051,0.053,0.521,0.102,0.566,0.478,0.352,-2.560,17.404,0.519,0.699
192,0.482,0.564,5.869,1.731,0.059,0.065,0.650,0.190,0.819,0.080,0.450,0.351,27.027,52.608,0.780,0.979
502,1.161,0.798,1.214,3.131,0.141,0.093,0.134,0.343,0.341,0.547,0.617,0.347,15.150,4.008,0.675,0.592
287,2.358,2.839,3.508,0.278,0.287,0.329,0.388,0.030,0.965,0.516,0.441,0.345,11.677,31.774,0.644,0.813
284,1.376,1.880,5.609,0.293,0.167,0.218,0.621,0.031,0.969,0.251,0.402,0.342,23.308,34.369,0.747,0.834
938,1.282,1.152,1.694,1.939,0.156,0.134,0.187,0.212,0.570,0.506,0.534,0.339,47.279,-8.485,0.959,0.493
802,4.554,0.134,5.034,1.048,0.554,0.015,0.557,0.114,0.903,0.468,0.981,0.338,-27.622,-4.383,0.297,0.526
528,0.461,4.641,4.953,0.687,0.056,0.538,0.548,0.075,0.936,0.481,0.063,0.337,19.665,-44.156,0.715,0.210
621,7.180,0.920,2.202,1.458,0.874,0.107,0.244,0.159,0.879,0.812,0.919,0.336,-34.456,-51.689,0.237,0.150
844,6.705,1.219,3.033,0.435,0.816,0.141,0.336,0.047,0.963,0.733,0.885,0.334,-41.975,-7.778,0.171,0.499
53,0.616,0.646,1.894,3.514,0.075,0.075,0.209,0.385,0.342,0.280,0.485,0.333,44.361,47.855,0.933,0.941
101,0.318,0.413,0.547,4.796,0.039,0.048,0.060,0.526,0.099,0.485,0.418,0.333,34.001,50.408,0.841,0.961
733,1.232,0.969,1.584,2.149,0.150,0.112,0.175,0.235,0.511,0.497,0.576,0.333,-29.909,2.184,0.277,0.578
670,5.687,3.488,1.568,0.395,0.692,0.404,0.173,0.043,0.963,0.853,0.650,0.330,-22.624,-2.429,0.341,0.541
392,0.542,3.941,5.561,0.732,0.066,0.457,0.615,0.080,0.932,0.395,0.087,0.321,-7.269,37.802,0.477,0.861
668,1.803,6.452,2.888,0.080,0.219,0.748,0.320,0.008,0.993,0.741,0.173,0.319,-45.722,13.495,0.137,0.668
445,2.006,3.413,3.747,0.275,0.244,0.396,0.415,0.029,0.968,0.518,0.338,0.317,-11.843,19.006,0.437,0.712
931,0.909,1.106,1.936,2.150,0.111,0.128,0.214,0.236,0.536,0.405,0.438,0.316,-54.523,-7.440,0.060,0.501
88,0.510,5.720,3.849,0.980,0.062,0.663,0.426,0.107,0.910,0.624,0.057,0.314,39.095,44.930,0.886,0.918
165,0.073,0.056,3.293,4.160,0.009,0.006,0.364,0.456,0.426,0.018,0.584,0.314,0.815,46.531,0.548,0.930
707,0.401,6.339,0.523,3.738,0.049,0.735,0.058,0.410,0.662,0.948,0.040,0.314,-31.076,3.165,0.267,0.586
973,0.656,0.584,1.885,3.614,0.080,0.068,0.209,0.396,0.332,0.277,0.537,0.313,24.319,34.064,0.756,0.831
807,0.891,0.965,6.073,0.995,0.108,0.112,0.672,0.109,0.899,0.136,0.474,0.312,-57.665,7.889,0.032,0.623
958,1.760,6.090,3.088,0.204,0.214,0.706,0.342,0.022,0.982,0.711,0.179,0.298,-52.033,-6.005,0.082,0.513
337,1.106,4.622,4.523,0.220,0.135,0.536,0.501,0.023,0.979,0.516,0.150,0.297,-21.204,-25.423,0.354,0.359
146,4.083,5.120,1.099,0.729,0.497,0.593,0.121,0.079,0.930,0.894,0.429,0.296,30.893,32.107,0.814,0.816
155,3.316,0.801,6.241,0.049,0.404,0.093,0.691,0.005,0.996,0.319,0.849,0.296,30.955,53.196,0.814,0.983
792,2.086,3.284,3.539,0.449,0.254,0.381,0.392,0.049,0.946,0.530,0.360,0.296,-60.452,5.798,0.007,0.607
119,0.679,0.497,5.797,1.846,0.083,0.058,0.642,0.202,0.806,0.092,0.598,0.295,-13.757,-31.141,0.420,0.313
703,1.797,1.608,4.911,0.675,0.219,0.186,0.543,0.073,0.922,0.291,0.535,0.295,2.837,-4.718,0.566,0.523
136,2.572,4.101,3.044,0.211,0.313,0.475,0.337,0.022,0.977,0.643,0.357,0.293,-27.121,-58.751,0.302,0.094
292,0.269,0.268,0.306,4.975,0.033,0.031,0.034,0.546,0.062,0.569,0.501,0.292,-10.361,39.745,0.450,0.876
522,0.588,0.511,2.734,3.342,0.072,0.059,0.302,0.367,0.449,0.177,0.545,0.290,-34.072,-8.432,0.240,0.494
892,0.253,0.268,2.766,4.262,0.031,0.031,0.306,0.468,0.369,0.084,0.481,0.290,30.711,-61.708,0.812,0.070
152,4.158,0.034,6.057,0.517,0.506,0.004,0.670,0.056,0.955,0.383,0.995,0.289,18.644,44.528,0.706,0.915
638,2.788,2.200,3.324,0.659,0.339,0.255,0.368,0.072,0.914,0.521,0.575,0.289,-42.379,-0.403,0.167,0.557
168,0.549,0.607,2.970,3.086,0.067,0.070,0.329,0.338,0.499,0.171,0.468,0.287,11.365,39.950,0.642,0.878
232,0.487,0.381,0.805,4.640,0.059,0.044,0.089,0.509,0.137,0.417,0.578,0.286,-23.313,-45.799,0.335,0.197
434,1.006,0.962,0.980,3.423,0.122,0.111,0.108,0.375,0.294,0.610,0.514,0.286,-10.013,19.130,0.453,0.713
250,3.050,1.793,3.963,0.532,0.371,0.208,0.439,0.058,0.936,0.464,0.662,0.285,26.622,40.062,0.776,0.879
383,0.529,0.612,3.368,2.942,0.064,0.071,0.373,0.323,0.552,0.150,0.454,0.285,-27.111,-46.149,0.302,0.194
482,1.911,3.370,3.724,0.486,0.233,0.391,0.412,0.053,0.943,0.513,0.328,0.284,12.594,9.007,0.652,0.632
686,0.949,0.969,2.114,2.182,0.116,0.112,0.234,0.239,0.545,0.363,0.494,0.284,41.999,-8.621,0.912,0.492
156,0.580,0.497,3.182,3.104,0.071,0.058,0.352,0.340,0.517,0.150,0.549,0.283,25.647,25.952,0.768,0.767
504,2.510,2.119,3.350,0.786,0.306,0.246,0.371,0.086,0.894,0.494,0.554,0.283,19.572,-45.549,0.714,0.199
996,6.416,0.635,3.168,1.186,0.781,0.074,0.351,0.130,0.896,0.709,0.937,0.282,23.730,38.430,0.751,0.866
920,3.583,1.643,4.184,0.366,0.436,0.190,0.463,0.040,0.959,0.481,0.726,0.281,43.214,-6.146,0.923,0.512
625,0.940,4.738,4.488,0.476,0.114,0.549,0.497,0.052,0.954,0.523,0.125,0.280,37.451,-13.273,0.872,0.455
134,1.250,3.207,5.174,0.385,0.152,0.372,0.573,0.042,0.961,0.374,0.237,0.279,27.532,25.217,0.784,0.761
477,1.487,6.987,2.360,0.893,0.181,0.810,0.261,0.097,0.925,0.797,0.134,0.279,30.205,-62.646,0.808,0.063
700,1.460,1.177,5.758,0.733,0.178,0.136,0.637,0.080,0.923,0.200,0.568,0.278,25.369,36.561,0.765,0.851
90,0.829,0.753,2.063,2.663,0.101,0.087,0.228,0.292,0.460,0.317,0.531,0.275,18.572,47.548,0.705,0.938
666,1.028,0.730,1.766,2.649,0.125,0.085,0.195,0.290,0.437,0.395,0.607,0.273,25.851,-57.426,0.769,0.104
21,0.161,0.132,0.202,5.092,0.020,0.015,0.022,0.559,0.036,0.510,0.564,0.271,47.596,45.524,0.961,0.922
320,0.103,5.937,3.295,1.750,0.012,0.688,0.365,0.192,0.839,0.677,0.011,0.269,-20.741,-24.628,0.358,0.365
446,2.047,1.766,3.980,0.919,0.249,0.205,0.440,0.100,0.880,0.380,0.547,0.269,12.754,31.339,0.654,0.810
501,4.137,0.452,5.189,1.010,0.504,0.052,0.574,0.110,0.904,0.430,0.931,0.269,-32.239,-17.030,0.256,0.425
647,1.491,3.636,4.356,0.456,0.181,0.421,0.482,0.049,0.951,0.467,0.248,0.269,-12.778,13.458,0.428,0.668
764,0.584,0.566,2.780,3.180,0.071,0.066,0.308,0.349,0.470,0.181,0.510,0.269,-58.374,8.492,0.026,0.628
536,0.149,6.452,1.088,3.416,0.018,0.748,0.120,0.375,0.694,0.894,0.015,0.265,-8.084,6.206,0.470,0.610
749,2.504,1.666,4.110,0.793,0.305,0.193,0.455,0.086,0.902,0.402,0.626,0.265,10.352,42.398,0.633,0.898
16,3.546,5.380,1.668,0.448,0.432,0.624,0.184,0.049,0.957,0.839,0.371,0.264,45.392,42.074,0.942,0.895
886,1.268,1.139,1.534,2.029,0.154,0.132,0.170,0.222,0.539,0.533,0.534,0.263,26.917,39.702,0.779,0.876
858,4.105,4.624,1.530,0.600,0.500,0.536,0.169,0.065,0.940,0.846,0.462,0.259,48.425,-10.025,0.969,0.481
223,0.181,0.205,2.841,4.379,0.022,0.024,0.314,0.481,0.368,0.061,0.461,0.257,13.263,33.413,0.658,0.826
300,2.971,2.282,3.056,0.794,0.362,0.265,0.338,0.087,0.896,0.564,0.583,0.256,10.730,27.395,0.636,0.778
141,0.637,0.537,2.283,3.556,0.077,0.062,0.253,0.390,0.382,0.223,0.554,0.255,-27.950,-58.233,0.294,0.098
224,4.461,4.223,0.515,1.598,0.543,0.489,0.057,0.175,0.839,0.947,0.517,0.253,-24.760,-47.368,0.323,0.184
9,1.759,1.690,4.313,0.998,0.214,0.196,0.477,0.109,0.874,0.328,0.513,0.251,44.372,45.082,0.933,0.919
342,2.042,3.834,3.368,0.597,0.249,0.444,0.373,0.065,0.931,0.580,0.312,0.250,2.137,18.497,0.560,0.708
908,2.440,2.276,2.896,1.026,0.297,0.264,0.320,0.112,0.855,0.545,0.522,0.248,-23.896,-6.351,0.330,0.510
568,0.598,0.622,2.615,3.157,0.073,0.072,0.289,0.346,0.457,0.203,0.487,0.247,-3.890,9.960,0.507,0.640
254,2.529,2.770,0.070,3.523,0.308,0.321,0.008,0.386,0.520,0.988,0.471,0.246,-15.418,-20.660,0.405,0.396
681,1.100,0.858,2.078,2.244,0.134,0.099,0.230,0.246,0.535,0.376,0.578,0.244,17.024,-41.269,0.691,0.233
689,1.779,5.483,3.303,0.353,0.217,0.636,0.365,0.038,0.966,0.669,0.200,0.242,-49.528,-8.072,0.104,0.496
721,3.047,5.578,2.112,0.315,0.371,0.647,0.234,0.034,0.970,0.796,0.318,0.242,-55.369,10.605,0.052,0.645
111,0.001,4.098,4.907,1.677,0.000,0.475,0.543,0.184,0.837,0.443,0.000,0.241,22.475,23.310,0.740,0.746
972,1.349,1.372,0.972,3.171,0.164,0.159,0.107,0.348,0.380,0.702,0.495,0.241,-31.502,-0.844,0.263,0.554
699,3.439,1.809,3.621,0.732,0.419,0.210,0.401,0.080,0.913,0.522,0.692,0.239,35.052,-8.718,0.851,0.491
207,3.140,2.754,0.205,3.120,0.382,0.319,0.023,0.342,0.592,0.969,0.542,0.238,-22.178,-39.906,0.345,0.243
805,0.938,1.288,1.838,2.116,0.114,0.149,0.203,0.232,0.544,0.455,0.401,0.238,-36.461,-2.763,0.219,0.539
738,4.636,1.105,4.262,0.610,0.564,0.128,0.472,0.066,0.939,0.536,0.851,0.237,-59.735,5.313,0.014,0.603
902,1.110,0.652,1.693,3.066,0.135,0.076,0.187,0.336,0.386,0.414,0.662,0.237,7.714,-2.622,0.609,0.540
588,2.005,1.705,3.492,1.184,0.244,0.198,0.386,0.129,0.832,0.411,0.551,0.236,-40.547,-2.218,0.183,0.543
685,1.178,3.407,4.906,0.694,0.143,0.395,0.543,0.076,0.928,0.403,0.212,0.235,25.181,-57.921,0.764,0.100
872,1.159,1.051,2.055,1.974,0.141,0.122,0.227,0.216,0.585,0.414,0.531,0.233,6.602,-3.798,0.599,0.530
724,0.625,0.470,4.273,2.707,0.076,0.054,0.473,0.297,0.645,0.115,0.590,0.232,-46.953,12.424,0.127,0.659
474,4.419,1.280,4.232,0.516,0.538,0.148,0.468,0.056,0.948,0.527,0.821,0.230,-34.844,-9.566,0.233,0.485
266,1.258,1.003,2.031,2.006,0.153,0.116,0.225,0.220,0.581,0.426,0.571,0.229,0.323,16.277,0.544,0.690
314,0.847,0.589,1.762,3.445,0.103,0.068,0.195,0.378,0.341,0.337,0.613,0.229,12.812,10.453,0.654,0.644
893,2.824,2.722,0.220,3.247,0.344,0.315,0.024,0.356,0.560,0.964,0.512,0.227,-9.077,15.567,0.461,0.684
22,0.565,4.326,4.680,1.156,0.069,0.501,0.518,0.126,0.886,0.478,0.083,0.225,37.403,37.028,0.871,0.855
150,2.063,2.926,2.997,1.024,0.251,0.339,0.332,0.112,0.863,0.556,0.391,0.225,16.570,44.694,0.687,0.916
333,3.815,0.184,6.129,0.806,0.464,0.021,0.678,0.088,0.929,0.355,0.969,0.225,-25.141,2.897,0.319,0.584
993,4.045,3.338,0.053,2.582,0.492,0.387,0.006,0.283,0.709,0.994,0.561,0.223,-10.802,33.505,0.446,0.827
215,5.405,0.831,0.113,4.315,0.658,0.096,0.012,0.473,0.575,0.987,0.903,0.222,14.669,38.516,0.671,0.867
508,0.686,1.306,1.501,3.176,0.083,0.151,0.166,0.348,0.373,0.495,0.308,0.221,-35.878,-10.032,0.224,0.481
819,0.114,0.091,0.145,5.151,0.014,0.011,0.016,0.565,0.025,0.502,0.570,0.219,25.078,-46.320,0.763,0.193
565,1.282,1.460,1.914,1.819,0.156,0.169,0.212,0.199,0.626,0.505,0.459,0.217,-36.978,-0.720,0.215,0.555
594,2.225,3.282,0.117,3.588,0.271,0.380,0.013,0.394,0.532,0.981,0.379,0.217,35.613,-9.257,0.856,0.487
40,1.534,1.652,0.990,2.979,0.187,0.192,0.109,0.327,0.440,0.736,0.476,0.216,36.284,37.572,0.862,0.859
786,1.633,1.880,2.964,1.411,0.199,0.218,0.328,0.154,0.777,0.445,0.455,0.216,41.205,-17.321,0.905,0.423
2,1.850,3.848,3.409,0.816,0.225,0.446,0.377,0.089,0.906,0.571,0.285,0.215,-12.516,-31.425,0.431,0.311
50,3.167,5.808,0.879,1.501,0.385,0.673,0.097,0.164,0.859,0.916,0.318,0.215,41.138,45.529,0.904,0.922
321,1.659,1.748,2.492,1.536,0.202,0.203,0.276,0.168,0.735,0.489,0.483,0.215,-5.292,11.842,0.494,0.655
463,3.830,4.645,0.462,1.808,0.466,0.538,0.051,0.198,0.815,0.951,0.439,0.215,-26.744,-16.143,0.305,0.432
481,0.332,6.493,2.417,2.180,0.040,0.753,0.267,0.239,0.806,0.773,0.032,0.215,-42.970,-4.850,0.162,0.522
891,1.609,2.078,3.310,1.302,0.196,0.241,0.366,0.142,0.810,0.427,0.419,0.214,49.311,-12.473,0.977,0.461
298,3.779,0.500,5.243,1.259,0.460,0.058,0.580,0.138,0.878,0.400,0.916,0.211,-19.969,-25.447,0.365,0.358
628,0.438,0.233,6.416,1.993,0.053,0.027,0.710,0.218,0.809,0.049,0.688,0.211,21.253,-48.321,0.729,0.177
153,1.697,1.251,5.106,1.100,0.206,0.145,0.565,0.120,0.875,0.249,0.596,0.210,16.999,45.258,0.691,0.920
343,1.897,2.666,2.960,1.182,0.231,0.309,0.327,0.129,0.833,0.532,0.394,0.210,17.278,47.823,0.694,0.941
613,5.900,1.161,0.527,3.509,0.718,0.135,0.058,0.385,0.665,0.944,0.876,0.210,10.463,10.853,0.634,0.647
780,0.445,0.659,4.750,2.589,0.054,0.076,0.526,0.284,0.686,0.106,0.378,0.208,-22.556,-6.746,0.342,0.507
157,0.340,3.693,6.357,0.449,0.041,0.428,0.704,0.049,0.961,0.336,0.058,0.204,-26.057,-54.601,0.311,0.127
952,2.446,2.208,0.338,3.670,0.298,0.256,0.037,0.403,0.468,0.935,0.533,0.203,24.613,-56.281,0.758,0.113
751,0.602,3.981,4.780,1.304,0.073,0.461,0.529,0.143,0.869,0.446,0.096,0.202,47.677,-9.727,0.962,0.483
31,1.140,2.827,5.044,1.004,0.139,0.328,0.558,0.110,0.893,0.346,0.244,0.201,36.250,36.271,0.861,0.849
93,2.274,3.703,2.882,0.907,0.277,0.429,0.319,0.099,0.890,0.627,0.351,0.201,-26.593,-57.408,0.306,0.104
5,3.214,0.617,6.629,0.133,0.391,0.072,0.734,0.014,0.989,0.292,0.879,0.200,46.565,41.586,0.952,0.891
78,0.605,0.932,2.010,3.194,0.074,0.108,0.222,0.350,0.397,0.322,0.366,0.200,42.170,48.062,0.914,0.943
243,1.128,1.422,1.679,1.989,0.137,0.165,0.186,0.218,0.569,0.525,0.427,0.200,23.961,32.984,0.753,0.823
444,1.260,0.730,6.853,0.393,0.153,0.085,0.759,0.042,0.964,0.133,0.666,0.200,-6.442,36.143,0.484,0.848
388,0.432,6.071,3.021,1.771,0.053,0.704,0.334,0.194,0.838,0.707,0.045,0.199,-21.776,-22.496,0.349,0.382
159,1.259,0.724,1.586,2.849,0.153,0.084,0.175,0.312,0.412,0.472,0.668,0.198,25.773,44.235,0.769,0.912
674,0.382,6.495,2.143,2.416,0.047,0.753,0.237,0.265,0.784,0.797,0.037,0.198,17.346,-39.551,0.694,0.246
274,2.510,0.006,2.903,3.523,0.305,0.001,0.321,0.386,0.527,0.454,0.999,0.197,27.837,35.907,0.787,0.846
