# {'f_': [5, 9], 'y_': [18, 19], 'x': [10, 13], 'y': [16, 17], 'f': [0, 4], 'N': 4, 'M': 5, 'mu_': [15, 15], 'n': 2000, 'mu': [14, 14]}
475,0.666,0.867,6.037,2.212,0.662,0.092,0.112,0.770,0.247,0.074,0.936,0.780,0.114,0.417,0.516,0.741,50.195,34.718,0.798,0.631
829,0.416,2.739,1.241,2.651,3.000,0.058,0.353,0.158,0.296,0.335,0.593,0.543,0.732,0.096,0.515,1.744,47.625,-32.084,0.784,0.201
1486,1.137,2.392,0.034,1.450,4.892,0.158,0.308,0.004,0.162,0.547,0.352,0.681,0.992,0.283,0.507,0.934,30.626,-53.121,0.696,0.065
401,1.480,2.040,1.397,1.826,2.064,0.205,0.263,0.178,0.204,0.231,0.654,0.640,0.678,0.399,0.502,5.910,47.395,-26.740,0.783,0.235
1264,0.553,0.728,1.167,1.633,2.286,0.077,0.094,0.149,0.183,0.256,0.488,0.469,0.423,0.413,0.500,2.793,11.532,-2.832,0.596,0.389
225,0.739,6.819,3.808,0.175,0.544,0.102,0.879,0.486,0.019,0.061,0.956,0.986,0.677,0.069,0.496,0.576,53.534,-45.229,0.815,0.116
1066,1.739,1.405,1.563,3.462,0.856,0.241,0.181,0.199,0.387,0.096,0.878,0.425,0.612,0.567,0.490,1.682,56.529,-0.284,0.831,0.405
417,0.400,0.352,0.798,3.751,2.358,0.055,0.045,0.102,0.419,0.264,0.652,0.160,0.375,0.541,0.482,1.290,10.492,45.457,0.591,0.700
1430,2.114,0.009,1.273,0.067,6.831,0.293,0.001,0.162,0.007,0.764,0.221,0.983,0.655,0.997,0.482,0.632,6.741,-59.937,0.571,0.021
926,0.819,0.449,3.310,4.602,0.824,0.113,0.058,0.422,0.515,0.092,0.909,0.409,0.175,0.681,0.482,1.054,70.503,18.126,0.904,0.524
630,0.474,2.854,0.314,3.358,3.685,0.066,0.368,0.040,0.376,0.412,0.559,0.455,0.931,0.105,0.479,1.288,50.815,-33.390,0.801,0.192
441,1.145,0.427,2.648,5.212,0.780,0.159,0.055,0.338,0.583,0.087,0.917,0.325,0.275,0.773,0.475,0.899,73.515,16.964,0.920,0.516
677,0.124,0.164,5.068,0.564,3.546,0.017,0.021,0.647,0.063,0.396,0.613,0.929,0.026,0.413,0.473,0.751,44.229,24.580,0.767,0.566
1097,0.852,0.636,4.195,3.791,0.197,0.118,0.082,0.535,0.424,0.022,0.978,0.542,0.158,0.592,0.473,0.922,66.444,18.805,0.883,0.528
501,6.773,0.608,0.205,0.815,3.735,0.938,0.078,0.026,0.091,0.417,0.682,0.924,0.981,0.943,0.471,0.516,88.913,-22.304,1.000,0.264
314,1.649,1.604,1.084,2.467,1.802,0.229,0.207,0.138,0.276,0.201,0.700,0.510,0.720,0.509,0.460,3.332,56.752,-9.116,0.832,0.348
1154,1.528,1.030,0.690,2.870,2.432,0.212,0.133,0.088,0.321,0.272,0.612,0.383,0.772,0.622,0.456,1.955,61.330,-8.921,0.856,0.350
1867,0.518,0.551,0.813,0.859,3.512,0.072,0.071,0.104,0.096,0.393,0.242,0.581,0.477,0.480,0.453,1.408,-1.011,-24.107,0.531,0.252
1360,0.477,0.436,1.275,1.485,2.976,0.066,0.056,0.163,0.166,0.333,0.386,0.488,0.299,0.529,0.449,1.621,3.611,-0.953,0.555,0.401
298,0.695,0.723,5.799,1.784,1.451,0.096,0.093,0.740,0.199,0.162,0.852,0.813,0.109,0.488,0.449,0.694,49.729,33.518,0.795,0.623
1659,1.774,0.427,1.293,3.463,2.392,0.246,0.055,0.165,0.387,0.267,0.665,0.365,0.607,0.850,0.448,1.349,66.090,-11.578,0.881,0.333
1553,0.776,0.541,1.243,3.619,1.882,0.107,0.070,0.159,0.405,0.210,0.716,0.259,0.414,0.612,0.441,1.317,12.712,45.292,0.602,0.699
332,0.698,0.485,1.027,1.194,3.012,0.097,0.063,0.131,0.134,0.337,0.341,0.535,0.440,0.613,0.439,1.601,5.297,-7.696,0.563,0.358
1797,4.662,5.683,0.438,0.351,1.063,0.646,0.732,0.056,0.039,0.119,0.909,0.970,0.962,0.437,0.438,0.633,67.774,-38.136,0.890,0.162
339,0.853,2.866,1.190,2.632,2.640,0.118,0.369,0.152,0.294,0.295,0.640,0.564,0.759,0.184,0.435,1.732,47.956,-31.471,0.786,0.204
976,0.275,2.755,0.123,1.842,5.533,0.038,0.355,0.016,0.206,0.619,0.345,0.627,0.972,0.063,0.434,0.720,33.780,-53.618,0.712,0.062
1355,1.852,0.143,0.989,0.386,6.688,0.257,0.018,0.126,0.043,0.748,0.197,0.884,0.689,0.951,0.434,0.594,6.229,-59.813,0.568,0.022
1316,0.162,3.551,0.592,4.187,2.942,0.022,0.457,0.076,0.468,0.329,0.688,0.452,0.895,0.029,0.434,0.972,52.551,-34.259,0.810,0.187
1673,0.056,0.066,3.058,1.833,3.353,0.008,0.008,0.390,0.205,0.375,0.520,0.656,0.018,0.451,0.432,1.130,31.149,15.701,0.698,0.508
186,1.249,0.824,2.181,4.104,0.675,0.173,0.106,0.278,0.459,0.075,0.913,0.364,0.383,0.629,0.431,1.123,36.453,51.955,0.726,0.742
1130,4.690,0.187,4.813,2.070,0.273,0.650,0.024,0.614,0.232,0.030,0.975,0.810,0.492,0.975,0.426,0.680,73.655,-21.367,0.920,0.270
1043,0.072,5.894,2.652,0.547,3.060,0.010,0.759,0.338,0.061,0.342,0.719,0.946,0.731,0.008,0.425,0.568,49.136,-44.565,0.792,0.120
1320,1.892,1.522,5.355,0.129,1.786,0.262,0.196,0.683,0.014,0.200,0.812,0.986,0.271,0.569,0.425,0.635,51.941,25.578,0.807,0.572
309,0.058,0.051,3.118,0.822,4.863,0.008,0.007,0.398,0.092,0.544,0.373,0.836,0.016,0.540,0.424,0.789,-21.499,-59.982,0.424,0.021
603,2.548,7.761,1.164,0.109,0.711,0.353,1.000,0.148,0.012,0.079,0.945,0.992,0.910,0.202,0.423,0.428,56.442,-48.772,0.830,0.093
1897,0.858,1.155,6.081,0.109,2.193,0.119,0.149,0.776,0.012,0.245,0.785,0.989,0.148,0.407,0.422,0.552,50.544,26.736,0.800,0.579
1133,0.699,0.809,1.097,4.354,1.342,0.097,0.104,0.140,0.487,0.150,0.820,0.215,0.492,0.453,0.420,1.077,14.680,55.489,0.612,0.765
748,2.304,4.283,4.213,0.168,0.561,0.319,0.552,0.537,0.019,0.063,0.945,0.983,0.546,0.314,0.420,0.788,51.835,-20.571,0.806,0.275
865,2.889,2.598,3.450,1.686,0.225,0.400,0.335,0.440,0.188,0.025,0.974,0.800,0.538,0.534,0.420,1.011,56.872,-20.807,0.833,0.273
1389,0.634,0.913,6.991,1.082,0.756,0.088,0.118,0.892,0.121,0.085,0.933,0.903,0.100,0.386,0.420,0.520,55.977,37.133,0.828,0.646
456,0.147,0.187,0.286,2.517,3.880,0.020,0.024,0.036,0.281,0.434,0.369,0.093,0.442,0.426,0.419,1.011,-13.827,10.241,0.464,0.473
1177,5.590,0.139,3.511,0.211,2.602,0.775,0.018,0.448,0.024,0.291,0.761,0.980,0.643,0.984,0.415,0.548,79.454,-22.449,0.951,0.263
612,0.028,0.033,0.063,1.936,5.129,0.004,0.004,0.008,0.217,0.573,0.230,0.025,0.388,0.449,0.412,0.724,-44.385,1.975,0.304,0.420
1978,0.843,0.661,1.187,1.352,2.331,0.117,0.085,0.151,0.151,0.261,0.466,0.553,0.467,0.577,0.411,2.334,11.483,-4.161,0.596,0.380
462,0.542,5.321,4.957,0.929,0.350,0.075,0.686,0.632,0.104,0.039,0.970,0.919,0.524,0.065,0.410,0.634,52.123,-17.549,0.808,0.294
512,0.151,0.214,5.528,2.413,1.715,0.021,0.028,0.705,0.270,0.192,0.824,0.738,0.030,0.391,0.408,0.596,48.101,34.555,0.787,0.630
1107,4.603,1.910,4.273,0.739,0.381,0.638,0.246,0.545,0.083,0.043,0.963,0.929,0.549,0.750,0.407,0.685,75.442,-23.650,0.930,0.255
1594,0.431,0.429,0.819,4.195,1.982,0.060,0.055,0.104,0.469,0.222,0.726,0.152,0.407,0.502,0.407,0.984,10.210,47.623,0.589,0.714
173,1.086,1.483,0.858,3.781,1.837,0.150,0.191,0.109,0.423,0.205,0.742,0.313,0.722,0.402,0.406,1.293,56.963,-3.990,0.833,0.381
1832,1.823,1.098,5.026,2.403,0.490,0.253,0.141,0.641,0.269,0.055,0.948,0.736,0.255,0.655,0.404,0.690,62.314,26.497,0.861,0.578
1435,5.998,0.029,0.929,4.446,0.533,0.831,0.004,0.119,0.497,0.060,0.955,0.597,0.902,0.997,0.403,0.488,86.485,-12.327,0.987,0.328
572,3.919,2.007,3.794,0.004,1.699,0.543,0.259,0.484,0.000,0.190,0.819,1.000,0.547,0.699,0.403,0.742,76.312,-25.262,0.934,0.244
1502,0.320,0.221,7.057,1.362,0.981,0.044,0.028,0.900,0.152,0.110,0.914,0.879,0.035,0.615,0.400,0.459,53.738,38.102,0.816,0.653
1524,0.889,1.492,2.162,3.714,0.822,0.123,0.192,0.276,0.415,0.092,0.888,0.408,0.431,0.342,0.399,1.236,37.045,53.551,0.729,0.752
1815,0.736,3.008,0.354,3.121,3.408,0.102,0.388,0.045,0.349,0.381,0.581,0.500,0.927,0.153,0.399,1.164,50.416,-33.497,0.799,0.191
1244,0.957,1.657,1.613,4.414,0.564,0.133,0.213,0.206,0.494,0.063,0.930,0.328,0.554,0.333,0.399,0.926,36.389,58.247,0.726,0.782
1834,0.716,3.188,0.556,2.372,3.775,0.099,0.411,0.071,0.265,0.422,0.524,0.605,0.893,0.141,0.398,1.134,48.992,-33.979,0.792,0.188
987,1.254,2.824,0.971,1.648,3.358,0.174,0.364,0.124,0.184,0.375,0.525,0.700,0.806,0.266,0.398,1.585,46.969,-34.913,0.781,0.182
1170,0.732,5.963,0.805,3.894,1.096,0.101,0.768,0.103,0.435,0.122,0.904,0.636,0.915,0.078,0.391,0.587,58.669,-40.097,0.842,0.149
850,0.722,0.849,1.074,1.748,2.009,0.100,0.109,0.137,0.195,0.225,0.548,0.461,0.512,0.449,0.390,3.122,14.053,-3.891,0.609,0.382
872,0.262,0.291,0.491,5.317,1.379,0.036,0.037,0.063,0.595,0.154,0.839,0.075,0.429,0.467,0.388,0.695,13.552,66.239,0.607,0.834
528,1.779,1.251,2.504,2.703,0.930,0.247,0.161,0.319,0.302,0.104,0.864,0.565,0.455,0.610,0.388,1.803,49.865,2.373,0.796,0.422
1374,1.516,2.201,1.125,1.818,2.410,0.210,0.284,0.143,0.203,0.269,0.609,0.643,0.746,0.384,0.386,2.738,47.658,-27.151,0.785,0.232
759,0.858,1.447,6.840,1.269,0.363,0.119,0.186,0.873,0.142,0.041,0.968,0.887,0.154,0.341,0.385,0.463,57.023,36.869,0.834,0.645
1636,0.728,6.276,0.719,3.657,1.183,0.101,0.809,0.092,0.409,0.132,0.898,0.668,0.928,0.074,0.385,0.537,58.632,-40.415,0.842,0.147
895,4.659,0.946,4.821,0.714,1.139,0.646,0.122,0.615,0.080,0.127,0.894,0.933,0.496,0.872,0.384,0.678,74.955,-22.636,0.927,0.261
1484,0.094,0.109,3.398,3.483,1.978,0.013,0.014,0.433,0.389,0.221,0.754,0.492,0.027,0.454,0.383,0.912,26.333,28.062,0.673,0.588
494,1.230,2.730,1.335,3.649,1.460,0.170,0.352,0.170,0.408,0.163,0.816,0.466,0.733,0.270,0.382,1.557,44.266,55.784,0.767,0.767
1721,1.308,1.480,0.912,3.985,1.528,0.181,0.191,0.116,0.446,0.171,0.793,0.318,0.725,0.461,0.382,1.156,57.225,-3.314,0.835,0.386
1339,0.268,0.215,0.541,2.751,3.442,0.037,0.028,0.069,0.308,0.385,0.437,0.146,0.361,0.569,0.379,1.062,-11.394,12.653,0.476,0.489
1654,1.462,1.897,0.013,2.974,2.963,0.203,0.244,0.002,0.333,0.331,0.580,0.432,0.997,0.418,0.379,1.144,61.060,-13.063,0.855,0.323
131,4.005,0.382,1.530,5.201,0.364,0.555,0.049,0.195,0.582,0.041,0.966,0.440,0.769,0.939,0.378,0.699,83.730,-8.937,0.973,0.350
682,2.079,7.761,0.377,1.272,1.145,0.288,1.000,0.048,0.142,0.128,0.911,0.900,0.970,0.167,0.374,0.393,55.729,-49.217,0.827,0.090
1321,1.187,3.469,1.597,0.059,4.557,0.164,0.447,0.204,0.007,0.509,0.459,0.991,0.738,0.210,0.373,0.743,38.684,-44.375,0.738,0.121
1114,2.480,1.141,6.036,1.237,0.716,0.344,0.147,0.770,0.138,0.080,0.933,0.882,0.270,0.726,0.372,0.539,58.221,28.727,0.840,0.592
1417,0.077,0.088,1.727,2.025,3.903,0.011,0.011,0.220,0.226,0.436,0.381,0.450,0.043,0.457,0.371,0.873,-16.732,2.897,0.448,0.426
1007,2.715,1.205,4.915,2.255,0.095,0.376,0.155,0.627,0.252,0.011,0.990,0.762,0.346,0.734,0.371,0.602,61.078,26.022,0.855,0.575
983,4.911,0.140,3.372,0.915,2.737,0.681,0.018,0.430,0.102,0.306,0.729,0.903,0.617,0.982,0.370,0.558,79.087,-21.950,0.949,0.266
110,3.516,5.726,0.752,1.058,1.712,0.487,0.738,0.096,0.118,0.191,0.844,0.901,0.929,0.351,0.367,0.571,52.234,-50.816,0.809,0.080
635,0.511,0.390,0.467,3.237,2.775,0.071,0.050,0.060,0.362,0.310,0.558,0.153,0.600,0.585,0.367,1.175,-9.063,19.343,0.488,0.532
1771,0.948,2.190,3.027,3.628,0.053,0.131,0.282,0.386,0.406,0.006,0.994,0.519,0.425,0.260,0.366,0.914,59.532,8.594,0.847,0.463
1596,0.322,0.318,0.988,2.030,3.428,0.045,0.041,0.126,0.227,0.383,0.377,0.313,0.274,0.504,0.366,1.069,-1.643,1.808,0.527,0.419
839,1.430,4.020,0.064,0.451,5.389,0.198,0.518,0.008,0.050,0.602,0.428,0.933,0.990,0.218,0.362,0.610,40.043,-49.820,0.745,0.086
1044,0.006,3.762,4.187,3.339,0.041,0.001,0.485,0.534,0.373,0.005,0.996,0.659,0.466,0.001,0.361,0.678,57.336,11.990,0.835,0.484
1245,2.160,3.406,3.306,1.959,0.253,0.299,0.439,0.422,0.219,0.028,0.971,0.771,0.563,0.360,0.360,0.877,55.604,-21.063,0.826,0.272
485,1.108,2.365,6.084,1.023,1.037,0.154,0.305,0.776,0.114,0.116,0.902,0.902,0.258,0.279,0.360,0.544,58.742,33.507,0.842,0.623
1452,0.329,3.853,0.080,2.323,4.454,0.046,0.496,0.010,0.260,0.498,0.504,0.656,0.987,0.054,0.360,0.738,40.209,-53.276,0.746,0.064
1700,0.236,0.405,5.894,2.498,1.421,0.033,0.052,0.752,0.279,0.159,0.861,0.745,0.050,0.336,0.359,0.499,48.983,35.329,0.792,0.635
76,0.901,0.627,1.900,4.546,1.048,0.125,0.081,0.242,0.508,0.117,0.870,0.286,0.334,0.613,0.356,0.834,17.994,57.707,0.630,0.779
519,0.071,0.100,5.510,1.662,2.501,0.010,0.013,0.703,0.186,0.280,0.739,0.814,0.014,0.392,0.356,0.514,47.316,29.774,0.783,0.599
378,1.612,2.541,2.196,2.788,0.798,0.223,0.327,0.280,0.312,0.089,0.892,0.591,0.599,0.360,0.356,1.496,60.341,4.856,0.851,0.438
1904,1.250,1.311,3.295,2.776,0.818,0.173,0.169,0.420,0.310,0.091,0.890,0.595,0.320,0.485,0.354,1.077,49.838,5.419,0.796,0.442
1197,0.093,2.592,0.958,1.854,4.536,0.013,0.334,0.122,0.207,0.507,0.403,0.624,0.775,0.023,0.354,0.717,31.911,-49.898,0.702,0.086
265,6.047,0.307,1.375,4.020,0.419,0.838,0.040,0.175,0.450,0.047,0.964,0.634,0.858,0.968,0.353,0.443,86.384,-13.010,0.987,0.323
1117,0.521,5.974,3.595,1.159,1.434,0.072,0.770,0.459,0.130,0.160,0.873,0.895,0.656,0.055,0.353,0.505,53.999,-44.367,0.818,0.121
631,4.016,1.465,0.598,5.160,0.234,0.556,0.189,0.076,0.577,0.026,0.978,0.443,0.912,0.777,0.352,0.639,84.180,-8.055,0.975,0.355
325,1.522,0.442,2.612,4.960,0.747,0.211,0.057,0.333,0.555,0.083,0.919,0.352,0.347,0.820,0.352,0.707,73.260,16.178,0.918,0.511
737,2.403,7.458,1.629,0.588,0.611,0.333,0.961,0.208,0.066,0.068,0.952,0.953,0.869,0.198,0.352,0.393,56.209,-48.144,0.829,0.097
364,1.621,2.453,3.081,2.019,1.094,0.225,0.316,0.393,0.226,0.122,0.855,0.718,0.485,0.372,0.352,1.297,57.399,-22.611,0.835,0.262
546,2.233,1.079,5.276,2.270,0.367,0.309,0.139,0.673,0.254,0.041,0.963,0.764,0.280,0.713,0.350,0.553,61.666,26.485,0.858,0.578
1075,0.534,3.458,2.106,1.408,3.392,0.074,0.446,0.269,0.157,0.379,0.576,0.789,0.655,0.098,0.349,0.939,42.572,-43.485,0.758,0.127
1051,4.844,4.979,1.066,0.844,0.790,0.671,0.642,0.136,0.094,0.088,0.929,0.924,0.903,0.491,0.349,0.599,68.206,-37.271,0.892,0.167
810,1.174,0.734,3.983,3.669,0.354,0.163,0.095,0.508,0.410,0.040,0.960,0.544,0.213,0.644,0.349,0.745,67.303,18.816,0.887,0.528
1876,0.261,0.246,0.478,1.709,4.142,0.036,0.032,0.061,0.191,0.463,0.262,0.214,0.410,0.518,0.348,0.808,-18.489,-8.151,0.439,0.355
145,1.721,4.355,3.934,1.640,0.212,0.238,0.561,0.502,0.183,0.024,0.979,0.833,0.555,0.240,0.348,0.648,53.637,-20.538,0.816,0.275
928,0.375,3.095,2.913,0.031,4.233,0.052,0.399,0.372,0.003,0.473,0.503,0.995,0.522,0.077,0.348,0.740,38.485,-39.970,0.737,0.150
695,7.217,1.273,0.275,3.207,0.204,1.000,0.164,0.035,0.359,0.023,0.984,0.738,0.976,0.889,0.348,0.356,87.692,-14.782,0.994,0.312
994,1.404,0.518,2.733,4.698,0.764,0.195,0.067,0.349,0.525,0.085,0.914,0.373,0.319,0.775,0.347,0.758,72.657,16.427,0.915,0.513
1599,0.316,0.250,0.816,2.336,3.642,0.044,0.032,0.104,0.261,0.407,0.384,0.237,0.292,0.574,0.345,0.920,-10.806,9.179,0.479,0.466
1708,2.180,0.754,2.586,4.243,0.123,0.302,0.097,0.330,0.475,0.014,0.986,0.436,0.464,0.788,0.343,0.745,73.060,10.986,0.917,0.478
1701,0.298,6.059,1.154,0.123,4.280,0.041,0.781,0.147,0.014,0.478,0.614,0.987,0.880,0.031,0.343,0.447,47.490,-44.088,0.784,0.123
443,0.081,0.118,0.088,3.362,3.660,0.011,0.015,0.011,0.376,0.409,0.473,0.032,0.649,0.382,0.342,0.859,-19.468,23.729,0.434,0.560
1542,0.502,0.497,0.583,4.687,1.688,0.070,0.064,0.074,0.524,0.189,0.784,0.123,0.561,0.503,0.341,0.742,11.044,57.004,0.593,0.774
