# {'N': 3, 'y': [11, 12], 'f': [0, 2], 'M': 3, 'mu_': [10, 10], 'f_': [3, 5], 'n': 578, 'mu': [9, 9], 'y_': [13, 14], 'x': [6, 8]}
203,0.847,0.001,0.675,0.914,0.000,0.613,0.847,0.001,0.675,0.346,0.379,-32.735,-36.356,0.158,0.295
39,0.011,0.844,0.687,0.012,0.896,0.626,0.011,0.844,0.687,0.320,0.362,-6.637,42.590,0.386,0.916
309,0.847,0.850,0.340,0.914,0.902,0.227,0.847,0.850,0.340,0.310,0.451,59.248,6.666,0.962,0.634
241,0.872,0.830,0.343,0.940,0.881,0.229,0.872,0.830,0.343,0.304,0.428,60.140,6.536,0.969,0.633
193,0.826,0.897,0.321,0.890,0.952,0.204,0.826,0.897,0.321,0.299,0.400,57.913,7.371,0.950,0.639
119,0.900,0.838,0.279,0.970,0.889,0.155,0.900,0.838,0.279,0.296,0.364,59.123,10.186,0.960,0.661
136,0.013,0.837,0.709,0.013,0.888,0.652,0.013,0.837,0.709,0.296,0.339,-6.762,43.330,0.385,0.922
23,0.850,0.830,0.397,0.917,0.881,0.292,0.850,0.830,0.397,0.290,0.464,60.144,4.626,0.969,0.618
243,0.822,0.879,0.355,0.887,0.933,0.244,0.822,0.879,0.355,0.289,0.420,58.207,6.058,0.952,0.629
81,0.852,0.855,0.310,0.919,0.908,0.192,0.852,0.855,0.310,0.286,0.393,59.123,7.672,0.960,0.642
263,0.913,0.905,0.144,0.984,0.960,0.000,0.913,0.905,0.144,0.286,0.290,57.118,14.392,0.943,0.694
479,0.887,0.800,0.424,0.957,0.849,0.323,0.887,0.800,0.424,0.284,0.447,62.140,3.476,0.987,0.609
152,0.827,0.837,0.451,0.892,0.888,0.354,0.827,0.837,0.451,0.283,0.527,59.404,2.143,0.963,0.598
126,0.813,0.854,0.450,0.876,0.906,0.353,0.813,0.854,0.450,0.280,0.505,58.625,2.153,0.956,0.598
106,0.848,0.833,0.393,0.914,0.885,0.288,0.848,0.833,0.393,0.279,0.445,59.962,4.778,0.968,0.619
122,0.801,0.893,0.413,0.864,0.948,0.311,0.801,0.893,0.413,0.279,0.438,57.590,3.422,0.947,0.608
139,0.804,0.886,0.411,0.867,0.941,0.308,0.804,0.886,0.411,0.278,0.439,57.809,3.563,0.949,0.609
156,0.816,0.847,0.456,0.880,0.899,0.360,0.816,0.847,0.456,0.278,0.516,58.906,1.900,0.959,0.596
387,0.896,0.796,0.427,0.966,0.845,0.326,0.896,0.796,0.427,0.277,0.433,62.618,3.509,0.991,0.609
138,0.814,0.867,0.410,0.877,0.920,0.307,0.814,0.867,0.410,0.276,0.451,58.452,3.709,0.955,0.610
424,0.886,0.794,0.445,0.955,0.843,0.347,0.886,0.794,0.445,0.276,0.454,62.563,2.717,0.991,0.603
336,0.876,0.797,0.451,0.945,0.846,0.354,0.876,0.797,0.451,0.269,0.456,62.365,2.353,0.989,0.600
491,0.831,0.860,0.366,0.897,0.913,0.256,0.831,0.860,0.366,0.269,0.410,58.831,5.672,0.958,0.626
0,0.873,0.818,0.380,0.942,0.869,0.272,0.873,0.818,0.380,0.267,0.398,60.840,5.200,0.975,0.622
323,0.032,0.847,0.679,0.034,0.899,0.617,0.032,0.847,0.679,0.267,0.308,-6.959,42.169,0.383,0.913
70,0.898,0.801,0.410,0.969,0.850,0.307,0.898,0.801,0.410,0.263,0.398,62.212,4.137,0.987,0.614
343,0.861,0.801,0.472,0.928,0.850,0.378,0.861,0.801,0.472,0.263,0.478,62.205,1.435,0.987,0.592
568,0.900,0.819,0.344,0.970,0.869,0.231,0.900,0.819,0.344,0.263,0.356,60.940,6.324,0.976,0.631
158,0.843,0.811,0.487,0.909,0.861,0.395,0.843,0.811,0.487,0.261,0.508,61.785,0.575,0.984,0.586
227,0.012,0.804,0.825,0.013,0.854,0.786,0.012,0.804,0.825,0.254,0.302,-6.396,47.559,0.388,0.955
565,0.015,0.809,0.809,0.016,0.858,0.768,0.015,0.809,0.809,0.252,0.299,-6.333,46.966,0.389,0.951
144,0.818,0.010,0.777,0.882,0.010,0.731,0.818,0.010,0.777,0.250,0.287,-30.134,-34.373,0.181,0.311
169,0.909,0.885,0.158,0.981,0.939,0.016,0.909,0.885,0.158,0.250,0.259,57.944,13.835,0.950,0.690
528,0.035,0.852,0.663,0.038,0.905,0.599,0.035,0.852,0.663,0.248,0.286,-6.784,41.592,0.385,0.908
549,0.799,0.862,0.477,0.861,0.915,0.384,0.799,0.862,0.477,0.243,0.457,58.368,1.060,0.954,0.590
440,0.824,0.015,0.756,0.888,0.016,0.706,0.824,0.015,0.756,0.239,0.274,-30.576,-34.815,0.177,0.307
335,0.840,0.008,0.698,0.906,0.008,0.640,0.840,0.008,0.698,0.229,0.255,-31.890,-36.038,0.165,0.298
129,0.864,0.015,0.629,0.932,0.015,0.560,0.864,0.015,0.629,0.225,0.245,-35.034,-37.623,0.138,0.285
201,0.790,0.022,0.878,0.851,0.023,0.847,0.790,0.022,0.878,0.224,0.271,-28.583,-31.343,0.194,0.335
287,0.013,0.885,0.587,0.014,0.939,0.512,0.013,0.885,0.587,0.222,0.240,-5.769,39.600,0.393,0.893
141,0.825,0.020,0.751,0.890,0.021,0.701,0.825,0.020,0.751,0.216,0.249,-30.517,-35.045,0.177,0.305
450,0.865,0.019,0.628,0.932,0.020,0.558,0.865,0.019,0.628,0.209,0.229,-34.932,-37.795,0.139,0.284
513,0.037,0.814,0.791,0.039,0.864,0.747,0.037,0.814,0.791,0.198,0.240,-6.667,46.361,0.386,0.946
435,0.884,0.785,0.479,0.953,0.833,0.386,0.884,0.785,0.479,0.197,0.347,63.055,1.571,0.995,0.594
56,0.827,0.815,0.528,0.892,0.865,0.443,0.827,0.815,0.528,0.192,0.427,61.656,-1.372,0.983,0.570
234,0.052,0.861,0.639,0.056,0.914,0.571,0.052,0.861,0.639,0.189,0.221,-7.074,40.749,0.382,0.902
511,0.845,0.802,0.515,0.911,0.851,0.428,0.845,0.802,0.515,0.189,0.391,62.163,-0.480,0.987,0.577
453,0.794,0.045,0.865,0.856,0.047,0.832,0.794,0.045,0.865,0.188,0.233,-28.221,-31.783,0.197,0.331
362,0.789,0.868,0.496,0.851,0.922,0.406,0.789,0.868,0.496,0.185,0.358,58.226,0.259,0.953,0.583
262,0.882,0.784,0.485,0.951,0.832,0.394,0.882,0.784,0.485,0.183,0.329,63.052,1.181,0.995,0.590
231,0.009,0.878,0.597,0.010,0.932,0.523,0.009,0.878,0.597,0.176,0.191,-5.739,40.206,0.394,0.898
509,0.044,0.787,0.889,0.047,0.835,0.860,0.044,0.787,0.889,0.176,0.216,-7.093,49.390,0.382,0.970
5,0.037,0.823,0.761,0.040,0.873,0.712,0.037,0.823,0.761,0.172,0.207,-6.696,45.492,0.385,0.939
65,0.839,0.803,0.528,0.905,0.853,0.443,0.839,0.803,0.528,0.168,0.364,62.128,-1.112,0.987,0.572
334,0.852,0.049,0.664,0.919,0.052,0.601,0.852,0.049,0.664,0.167,0.192,-33.018,-37.550,0.155,0.286
575,0.830,0.032,0.734,0.895,0.034,0.682,0.830,0.032,0.734,0.162,0.188,-30.876,-35.484,0.174,0.302
96,0.781,0.015,0.905,0.843,0.016,0.879,0.781,0.015,0.905,0.161,0.187,-28.541,-30.792,0.194,0.339
217,0.813,0.866,0.416,0.877,0.919,0.314,0.813,0.866,0.416,0.143,0.236,58.453,3.298,0.955,0.607
467,0.043,0.826,0.748,0.046,0.877,0.697,0.043,0.826,0.748,0.141,0.170,-6.951,44.989,0.383,0.935
361,0.917,0.812,0.373,0.988,0.862,0.264,0.917,0.812,0.373,0.137,0.190,61.754,5.380,0.983,0.624
142,0.006,0.778,0.918,0.007,0.825,0.893,0.006,0.778,0.918,0.135,0.153,-6.428,49.931,0.388,0.974
411,0.814,0.816,0.571,0.878,0.866,0.492,0.814,0.816,0.571,0.135,0.351,61.613,-3.130,0.982,0.557
357,0.031,0.831,0.730,0.034,0.882,0.676,0.031,0.831,0.730,0.133,0.157,-6.854,44.223,0.384,0.929
41,0.847,0.935,0.287,0.913,0.993,0.165,0.847,0.935,0.287,0.129,0.156,57.404,9.139,0.945,0.653
223,0.902,0.917,0.148,0.973,0.974,0.004,0.902,0.917,0.148,0.129,0.133,56.590,14.087,0.938,0.692
181,0.806,0.057,0.822,0.869,0.061,0.783,0.806,0.057,0.822,0.126,0.156,-28.313,-32.933,0.196,0.322
299,0.855,0.061,0.655,0.922,0.065,0.590,0.855,0.061,0.655,0.125,0.146,-33.198,-38.055,0.154,0.282
412,0.894,0.378,0.543,0.964,0.401,0.460,0.894,0.378,0.543,0.124,0.220,-7.557,-42.200,0.378,0.249
407,0.898,0.393,0.538,0.968,0.417,0.455,0.898,0.393,0.538,0.123,0.222,-6.873,-41.980,0.384,0.251
310,0.006,0.776,0.923,0.006,0.824,0.899,0.006,0.776,0.923,0.122,0.136,-6.522,50.082,0.387,0.975
561,0.813,0.927,0.385,0.877,0.984,0.278,0.813,0.927,0.385,0.118,0.167,57.354,4.524,0.945,0.617
168,0.900,0.405,0.537,0.971,0.430,0.453,0.900,0.405,0.537,0.117,0.215,-6.595,-41.558,0.386,0.254
278,0.794,0.920,0.440,0.857,0.977,0.342,0.794,0.920,0.440,0.117,0.184,57.235,2.511,0.944,0.601
571,0.891,0.388,0.544,0.961,0.411,0.462,0.891,0.388,0.544,0.117,0.213,-7.346,-41.719,0.380,0.253
46,0.814,0.806,0.608,0.878,0.855,0.535,0.814,0.806,0.608,0.112,0.327,62.245,-4.320,0.988,0.547
171,0.805,0.820,0.587,0.868,0.871,0.511,0.805,0.820,0.587,0.112,0.310,61.508,-3.855,0.981,0.551
447,0.089,0.865,0.632,0.096,0.918,0.563,0.089,0.865,0.632,0.111,0.135,-8.177,40.225,0.372,0.898
176,0.370,0.006,0.969,0.399,0.007,0.952,0.370,0.006,0.969,0.110,0.117,-6.608,-73.452,0.386,0.003
485,0.888,0.389,0.547,0.958,0.413,0.465,0.888,0.389,0.547,0.110,0.202,-7.482,-41.457,0.378,0.255
15,0.773,0.003,0.931,0.834,0.003,0.909,0.773,0.003,0.931,0.108,0.119,-28.654,-30.296,0.193,0.343
532,0.805,0.815,0.607,0.868,0.865,0.535,0.805,0.815,0.607,0.108,0.324,61.784,-4.451,0.984,0.546
43,0.004,0.375,0.968,0.005,0.398,0.951,0.004,0.375,0.968,0.106,0.112,-50.617,0.946,0.002,0.589
350,0.776,0.048,0.925,0.837,0.051,0.901,0.776,0.048,0.925,0.105,0.124,-27.853,-30.479,0.200,0.341
542,0.833,0.049,0.726,0.898,0.052,0.672,0.833,0.049,0.726,0.105,0.124,-30.686,-35.956,0.176,0.298
28,0.792,0.845,0.550,0.854,0.897,0.468,0.792,0.845,0.550,0.104,0.242,60.397,-2.911,0.972,0.558
95,0.824,0.802,0.585,0.889,0.851,0.509,0.824,0.802,0.585,0.104,0.274,62.284,-3.410,0.988,0.554
128,0.892,0.046,0.581,0.962,0.048,0.505,0.892,0.046,0.581,0.104,0.114,-36.107,-39.855,0.128,0.268
558,0.376,0.906,0.538,0.405,0.961,0.455,0.376,0.906,0.538,0.104,0.187,-22.728,32.757,0.245,0.839
315,0.404,0.009,0.965,0.436,0.009,0.948,0.404,0.009,0.965,0.103,0.109,-5.957,-73.840,0.392,0.000
367,0.899,0.329,0.551,0.969,0.350,0.469,0.899,0.329,0.551,0.103,0.167,-9.297,-43.365,0.363,0.240
436,0.892,0.337,0.554,0.962,0.358,0.473,0.892,0.337,0.554,0.103,0.171,-9.171,-42.698,0.364,0.245
303,0.800,0.828,0.577,0.863,0.879,0.500,0.800,0.828,0.577,0.102,0.269,61.070,-3.628,0.977,0.553
461,0.397,0.895,0.540,0.428,0.950,0.457,0.397,0.895,0.540,0.102,0.196,-23.664,33.013,0.237,0.841
425,0.352,0.007,0.973,0.380,0.008,0.957,0.352,0.007,0.973,0.101,0.107,-6.609,-72.829,0.386,0.008
541,0.347,0.005,0.974,0.374,0.006,0.958,0.347,0.005,0.974,0.101,0.106,-7.099,-72.987,0.382,0.007
170,0.368,0.898,0.541,0.397,0.954,0.458,0.368,0.898,0.541,0.100,0.180,-22.515,33.206,0.247,0.842
414,0.902,0.340,0.547,0.973,0.360,0.465,0.902,0.340,0.547,0.100,0.164,-8.737,-43.093,0.368,0.242
410,0.396,0.396,0.930,0.427,0.420,0.907,0.396,0.396,0.930,0.099,0.203,19.097,-6.514,0.611,0.530
312,0.398,0.381,0.931,0.429,0.404,0.909,0.398,0.381,0.931,0.098,0.193,19.513,-5.685,0.614,0.536
12,0.006,0.356,0.972,0.007,0.378,0.955,0.006,0.356,0.972,0.097,0.103,-50.385,0.370,0.004,0.584
105,0.354,0.906,0.543,0.382,0.962,0.460,0.354,0.906,0.543,0.097,0.166,-21.795,33.106,0.253,0.842
162,0.390,0.381,0.932,0.420,0.404,0.910,0.390,0.381,0.932,0.097,0.192,18.967,-5.533,0.610,0.538
214,0.385,0.395,0.931,0.416,0.419,0.909,0.385,0.395,0.931,0.097,0.197,18.379,-6.497,0.604,0.530
229,0.376,0.387,0.933,0.406,0.411,0.911,0.376,0.387,0.933,0.097,0.191,17.861,-5.815,0.600,0.535
297,0.378,0.395,0.932,0.407,0.420,0.910,0.378,0.395,0.932,0.097,0.192,17.771,-6.412,0.599,0.531
364,0.917,0.903,0.148,0.989,0.958,0.005,0.917,0.903,0.148,0.097,0.098,57.641,14.399,0.948,0.694
521,0.384,0.386,0.932,0.415,0.410,0.910,0.384,0.386,0.932,0.097,0.194,18.506,-5.831,0.606,0.535
295,0.842,0.789,0.568,0.909,0.838,0.489,0.842,0.789,0.568,0.096,0.229,62.607,-2.425,0.991,0.562
405,0.383,0.359,0.937,0.413,0.380,0.915,0.383,0.359,0.937,0.096,0.179,18.963,-4.006,0.610,0.550
369,0.363,0.353,0.942,0.391,0.374,0.921,0.363,0.353,0.942,0.095,0.175,17.747,-3.638,0.599,0.553
438,0.802,0.081,0.837,0.865,0.085,0.801,0.802,0.081,0.837,0.095,0.122,-27.513,-32.608,0.203,0.325
508,0.370,0.379,0.935,0.399,0.402,0.913,0.370,0.379,0.935,0.095,0.186,17.620,-5.215,0.598,0.540
540,0.907,0.350,0.544,0.978,0.371,0.461,0.907,0.350,0.544,0.095,0.156,-8.281,-42.843,0.371,0.244
143,0.361,0.349,0.943,0.389,0.370,0.922,0.361,0.349,0.943,0.094,0.171,17.685,-3.452,0.598,0.554
553,0.394,0.406,0.930,0.425,0.431,0.907,0.394,0.406,0.930,0.094,0.195,18.594,-7.300,0.606,0.524
116,0.363,0.888,0.551,0.391,0.943,0.470,0.363,0.888,0.551,0.092,0.167,-22.439,33.815,0.248,0.847
118,0.774,0.916,0.503,0.835,0.972,0.415,0.774,0.916,0.503,0.091,0.163,57.356,-0.323,0.945,0.579
363,0.356,0.381,0.938,0.384,0.405,0.916,0.356,0.381,0.938,0.091,0.170,16.446,-5.096,0.588,0.541
441,0.055,0.853,0.661,0.059,0.906,0.597,0.055,0.853,0.661,0.091,0.107,-7.394,41.360,0.379,0.907
468,0.016,0.367,0.970,0.017,0.390,0.953,0.016,0.367,0.970,0.091,0.097,-50.084,1.038,0.006,0.589
191,0.885,0.423,0.552,0.954,0.449,0.471,0.885,0.423,0.552,0.090,0.179,-6.564,-40.836,0.386,0.260
104,0.884,0.928,0.181,0.953,0.985,0.043,0.884,0.928,0.181,0.089,0.094,56.355,13.080,0.936,0.684
123,0.408,0.883,0.554,0.440,0.937,0.473,0.408,0.883,0.554,0.089,0.178,-24.130,33.549,0.233,0.845
154,0.416,0.902,0.536,0.449,0.958,0.453,0.416,0.902,0.536,0.089,0.175,-24.231,32.600,0.232,0.838
204,0.010,0.343,0.975,0.010,0.364,0.959,0.010,0.343,0.975,0.089,0.094,-50.053,0.083,0.006,0.582
552,0.393,0.345,0.939,0.424,0.366,0.918,0.393,0.345,0.939,0.089,0.160,19.960,-2.765,0.618,0.559
199,0.352,0.888,0.554,0.379,0.942,0.474,0.352,0.888,0.554,0.087,0.154,-21.860,34.010,0.253,0.849
484,0.890,0.318,0.561,0.960,0.337,0.481,0.890,0.318,0.561,0.087,0.139,-10.091,-43.241,0.356,0.241
21,0.340,0.369,0.944,0.366,0.391,0.923,0.340,0.369,0.944,0.086,0.154,15.597,-4.057,0.580,0.549
392,0.889,0.037,0.584,0.958,0.039,0.507,0.889,0.037,0.584,0.086,0.093,-36.045,-39.247,0.129,0.272
507,0.348,0.397,0.938,0.376,0.421,0.917,0.348,0.397,0.938,0.086,0.160,15.370,-5.778,0.578,0.536
78,0.883,0.426,0.556,0.952,0.453,0.475,0.883,0.426,0.556,0.085,0.171,-6.854,-40.607,0.384,0.262
499,0.927,0.855,0.244,1.000,0.907,0.115,0.927,0.855,0.244,0.085,0.095,58.901,11.574,0.959,0.672
140,0.066,0.871,0.616,0.072,0.925,0.544,0.066,0.871,0.616,0.084,0.099,-7.273,39.975,0.380,0.896
298,0.343,0.378,0.941,0.370,0.401,0.920,0.343,0.378,0.941,0.084,0.153,15.588,-4.666,0.580,0.544
377,0.321,0.006,0.981,0.346,0.006,0.966,0.321,0.006,0.981,0.084,0.088,-7.592,-72.423,0.378,0.011
422,0.380,0.404,0.931,0.410,0.429,0.909,0.380,0.404,0.931,0.083,0.167,17.778,-7.039,0.599,0.526
195,0.771,0.892,0.515,0.832,0.946,0.428,0.771,0.892,0.515,0.082,0.158,58.037,-0.643,0.951,0.576
506,0.368,0.416,0.934,0.396,0.442,0.912,0.368,0.416,0.934,0.082,0.158,16.690,-7.046,0.590,0.526
560,0.888,0.325,0.561,0.957,0.345,0.482,0.888,0.325,0.561,0.082,0.135,-9.849,-42.866,0.358,0.244
408,0.409,0.880,0.559,0.441,0.934,0.479,0.409,0.880,0.559,0.081,0.165,-24.292,33.824,0.232,0.847
445,0.329,0.340,0.953,0.355,0.361,0.934,0.329,0.340,0.953,0.081,0.140,13.655,-0.410,0.563,0.578
341,0.319,0.010,0.982,0.344,0.011,0.967,0.319,0.010,0.982,0.080,0.084,-7.407,-72.152,0.379,0.013
54,0.334,0.398,0.942,0.360,0.423,0.921,0.334,0.398,0.942,0.079,0.141,14.286,-5.366,0.569,0.539
220,0.337,0.407,0.941,0.363,0.431,0.920,0.337,0.407,0.941,0.079,0.142,14.298,-5.942,0.569,0.534
498,0.791,0.825,0.620,0.853,0.876,0.550,0.791,0.825,0.620,0.079,0.241,61.537,-4.988,0.982,0.542
209,0.890,0.047,0.583,0.960,0.050,0.506,0.890,0.047,0.583,0.077,0.085,-35.794,-39.750,0.131,0.268
494,0.418,0.338,0.941,0.451,0.359,0.920,0.418,0.338,0.941,0.077,0.137,20.995,-2.056,0.627,0.565
16,0.024,0.335,0.978,0.026,0.355,0.963,0.024,0.335,0.978,0.076,0.081,-49.502,0.346,0.011,0.584
465,0.771,0.897,0.513,0.831,0.953,0.426,0.771,0.897,0.513,0.076,0.144,57.790,-0.534,0.949,0.577
470,0.324,0.350,0.952,0.350,0.372,0.933,0.324,0.350,0.952,0.075,0.128,13.367,-0.860,0.561,0.574
80,0.400,0.321,0.945,0.431,0.341,0.925,0.400,0.321,0.945,0.074,0.126,20.933,-0.849,0.627,0.575
130,0.341,0.034,0.978,0.367,0.036,0.962,0.341,0.034,0.978,0.074,0.080,-5.879,-71.870,0.392,0.016
554,0.336,0.884,0.563,0.362,0.938,0.484,0.336,0.884,0.563,0.074,0.129,-21.153,34.616,0.259,0.854
13,0.002,0.303,0.986,0.002,0.322,0.972,0.002,0.303,0.986,0.073,0.075,-49.599,-0.622,0.010,0.576
35,0.379,0.876,0.568,0.408,0.930,0.489,0.379,0.876,0.568,0.073,0.140,-23.253,34.483,0.241,0.853
423,0.332,0.417,0.943,0.358,0.443,0.922,0.332,0.417,0.943,0.073,0.129,13.699,-6.046,0.564,0.534
160,0.323,0.405,0.945,0.348,0.430,0.924,0.323,0.405,0.945,0.072,0.125,13.268,-5.347,0.560,0.539
30,0.324,0.911,0.552,0.349,0.967,0.471,0.324,0.911,0.552,0.071,0.115,-20.428,33.745,0.265,0.847
47,0.043,0.772,0.939,0.046,0.819,0.918,0.043,0.772,0.939,0.071,0.082,-7.159,50.477,0.381,0.978
186,0.406,0.325,0.944,0.438,0.345,0.924,0.406,0.325,0.944,0.071,0.123,21.084,-1.233,0.628,0.571
261,0.828,0.051,0.742,0.893,0.054,0.690,0.828,0.051,0.742,0.071,0.085,-30.088,-35.568,0.181,0.301
432,0.377,0.012,0.968,0.407,0.013,0.951,0.377,0.012,0.968,0.071,0.076,-5.972,-73.141,0.392,0.006
251,0.413,0.351,0.937,0.446,0.373,0.916,0.413,0.351,0.937,0.069,0.127,20.729,-2.887,0.625,0.558
178,0.316,0.403,0.947,0.340,0.427,0.927,0.316,0.403,0.947,0.066,0.112,12.626,-4.954,0.554,0.542
337,0.882,0.771,0.529,0.951,0.818,0.445,0.882,0.771,0.529,0.066,0.131,63.441,-0.522,0.998,0.577
397,0.317,0.315,0.964,0.342,0.334,0.947,0.317,0.315,0.964,0.066,0.108,13.914,2.650,0.565,0.602
452,0.894,0.284,0.567,0.965,0.301,0.488,0.894,0.284,0.567,0.066,0.100,-11.373,-43.955,0.344,0.235
4,0.003,0.769,0.946,0.003,0.816,0.926,0.003,0.769,0.946,0.065,0.070,-6.256,50.572,0.389,0.979
83,0.399,0.311,0.948,0.430,0.330,0.929,0.399,0.311,0.948,0.065,0.108,21.104,-0.097,0.628,0.580
98,0.357,0.410,0.936,0.385,0.435,0.914,0.357,0.410,0.936,0.065,0.122,15.833,-6.613,0.582,0.529
267,0.365,0.025,0.971,0.393,0.026,0.955,0.365,0.025,0.971,0.065,0.069,-5.729,-72.551,0.394,0.010
576,0.874,0.028,0.606,0.943,0.029,0.533,0.874,0.028,0.606,0.065,0.071,-35.456,-38.512,0.134,0.278
327,0.433,0.890,0.547,0.467,0.945,0.465,0.433,0.890,0.547,0.064,0.134,-24.874,33.218,0.227,0.843
384,0.044,0.875,0.606,0.048,0.929,0.533,0.044,0.875,0.606,0.063,0.071,-6.595,40.002,0.386,0.896
330,0.312,0.368,0.952,0.337,0.390,0.933,0.312,0.368,0.952,0.062,0.105,12.262,-2.049,0.551,0.565
395,0.320,0.312,0.964,0.345,0.331,0.947,0.320,0.312,0.964,0.062,0.100,14.268,2.875,0.569,0.604
401,0.411,0.872,0.574,0.443,0.925,0.496,0.411,0.872,0.574,0.062,0.130,-24.428,34.388,0.230,0.852
24,0.791,0.788,0.753,0.853,0.836,0.703,0.791,0.788,0.753,0.061,0.404,62.588,-7.972,0.991,0.518
64,0.027,0.318,0.983,0.029,0.338,0.969,0.027,0.318,0.983,0.061,0.065,-48.998,0.198,0.016,0.583
86,0.339,0.033,0.978,0.366,0.035,0.963,0.339,0.033,0.978,0.061,0.066,-6.346,-72.130,0.388,0.014
396,0.293,0.327,0.968,0.315,0.347,0.951,0.293,0.327,0.968,0.061,0.096,12.217,2.028,0.551,0.597
493,0.419,0.317,0.947,0.452,0.337,0.927,0.419,0.317,0.947,0.061,0.103,21.573,-0.554,0.632,0.577
225,0.432,0.004,0.968,0.466,0.004,0.951,0.432,0.004,0.968,0.060,0.063,-5.310,-73.859,0.397,0.000
378,0.366,0.853,0.627,0.395,0.905,0.557,0.366,0.853,0.627,0.060,0.117,-23.039,37.460,0.243,0.876
259,0.308,0.385,0.950,0.332,0.409,0.931,0.308,0.385,0.950,0.059,0.099,11.861,-3.256,0.547,0.556
433,0.345,0.408,0.939,0.372,0.433,0.918,0.345,0.408,0.939,0.059,0.108,14.863,-6.268,0.574,0.532
471,0.319,0.915,0.556,0.344,0.971,0.475,0.319,0.915,0.556,0.059,0.095,-20.045,33.912,0.269,0.848
114,0.869,0.051,0.620,0.937,0.054,0.550,0.869,0.051,0.620,0.058,0.066,-34.465,-38.661,0.143,0.277
296,0.783,0.824,0.652,0.844,0.875,0.586,0.783,0.824,0.652,0.057,0.198,61.753,-5.849,0.983,0.535
382,0.820,0.049,0.770,0.885,0.052,0.723,0.820,0.049,0.770,0.057,0.068,-29.610,-34.810,0.185,0.307
489,0.317,0.034,0.984,0.342,0.035,0.970,0.317,0.034,0.984,0.057,0.061,-6.784,-71.446,0.385,0.019
359,0.308,0.301,0.971,0.332,0.319,0.955,0.308,0.301,0.971,0.056,0.088,13.903,3.790,0.565,0.611
501,0.299,0.892,0.564,0.322,0.947,0.485,0.299,0.892,0.564,0.056,0.089,-19.253,34.926,0.276,0.856
314,0.162,0.793,0.873,0.175,0.842,0.842,0.162,0.793,0.873,0.055,0.083,-12.473,50.938,0.335,0.982
