# {'f_': [4, 7], 'mu_': [12, 12], 'n': 1000, 'N': 3, 'M': 4, 'mu': [11, 11], 'x': [8, 10], 'f': [0, 3]}
172,0.100,0.089,4.260,3.105,0.012,0.010,0.471,0.341,0.599,0.020,0.534,0.508,1.103
62,0.420,0.433,6.458,1.190,0.051,0.050,0.715,0.130,0.885,0.059,0.490,0.500,0.752
856,1.670,7.461,2.080,0.387,0.203,0.865,0.230,0.042,0.969,0.831,0.140,0.497,0.603
83,6.002,0.356,4.219,0.142,0.731,0.041,0.467,0.015,0.988,0.610,0.962,0.494,0.691
676,4.625,0.007,5.741,0.112,0.563,0.001,0.635,0.012,0.990,0.432,0.999,0.488,0.769
296,7.648,0.893,2.194,0.905,0.931,0.104,0.243,0.099,0.928,0.823,0.926,0.479,0.576
260,0.562,0.492,0.924,4.278,0.068,0.057,0.102,0.469,0.172,0.433,0.542,0.472,1.147
797,0.217,0.198,3.910,3.207,0.026,0.023,0.433,0.352,0.564,0.048,0.529,0.465,1.134
554,0.854,0.554,1.274,3.898,0.104,0.064,0.141,0.428,0.252,0.429,0.634,0.458,1.258
678,5.550,0.517,4.467,0.122,0.676,0.060,0.494,0.013,0.989,0.570,0.941,0.454,0.685
167,6.599,0.671,3.547,0.264,0.803,0.078,0.393,0.028,0.978,0.687,0.935,0.452,0.583
149,3.519,6.279,1.262,0.028,0.428,0.728,0.140,0.002,0.998,0.889,0.325,0.451,0.621
496,7.184,1.206,2.765,0.238,0.874,0.140,0.306,0.025,0.981,0.769,0.894,0.449,0.528
901,0.982,6.965,0.115,3.136,0.119,0.807,0.013,0.344,0.733,0.990,0.089,0.438,0.551
949,0.159,0.148,5.039,2.580,0.019,0.017,0.558,0.283,0.699,0.027,0.524,0.434,0.802
213,0.541,0.559,6.367,1.162,0.066,0.065,0.705,0.127,0.886,0.077,0.489,0.433,0.677
421,2.669,7.082,1.425,0.327,0.325,0.821,0.158,0.035,0.973,0.882,0.229,0.433,0.551
490,0.741,0.680,1.747,3.150,0.090,0.079,0.193,0.345,0.362,0.333,0.528,0.417,1.566
791,0.128,0.155,3.530,3.667,0.016,0.018,0.391,0.402,0.488,0.036,0.440,0.409,1.059
539,5.718,0.232,0.150,4.493,0.696,0.027,0.016,0.493,0.576,0.983,0.974,0.408,0.600
433,1.735,7.294,2.084,0.564,0.211,0.846,0.231,0.061,0.954,0.827,0.149,0.405,0.516
970,1.314,7.208,0.437,2.567,0.160,0.836,0.048,0.281,0.786,0.962,0.115,0.404,0.513
399,0.664,0.915,0.897,4.073,0.081,0.106,0.099,0.447,0.217,0.573,0.400,0.403,1.102
219,0.355,0.285,3.212,3.664,0.043,0.033,0.355,0.402,0.461,0.090,0.569,0.403,1.092
728,0.881,0.957,2.034,2.272,0.107,0.111,0.225,0.249,0.519,0.362,0.474,0.400,2.817
154,0.844,1.131,1.528,2.408,0.103,0.131,0.169,0.264,0.454,0.475,0.408,0.400,2.484
525,2.359,7.044,1.829,0.314,0.287,0.817,0.202,0.034,0.974,0.846,0.206,0.397,0.508
208,0.597,0.562,1.646,3.936,0.073,0.065,0.182,0.432,0.278,0.294,0.519,0.395,1.077
465,2.033,2.299,4.444,0.007,0.247,0.267,0.492,0.000,0.999,0.385,0.461,0.395,0.802
532,0.398,0.297,3.321,3.582,0.048,0.034,0.367,0.393,0.479,0.094,0.592,0.388,1.081
669,0.323,0.249,5.666,2.170,0.039,0.029,0.627,0.238,0.768,0.046,0.582,0.388,0.648
876,0.360,0.440,0.607,4.674,0.044,0.051,0.067,0.513,0.112,0.479,0.437,0.386,0.822
758,1.262,1.580,5.965,0.201,0.154,0.183,0.660,0.021,0.980,0.208,0.429,0.385,0.602
187,0.313,0.331,2.946,3.836,0.038,0.038,0.326,0.421,0.421,0.098,0.483,0.384,1.003
795,2.230,1.809,4.811,0.047,0.271,0.210,0.532,0.004,0.995,0.343,0.566,0.383,0.726
801,0.446,0.434,2.805,3.613,0.054,0.050,0.310,0.396,0.428,0.139,0.508,0.382,1.104
14,0.991,6.917,2.850,0.784,0.121,0.802,0.315,0.085,0.934,0.753,0.091,0.376,0.524
873,0.042,0.023,6.112,2.433,0.005,0.003,0.676,0.267,0.759,0.005,0.682,0.373,0.554
132,0.365,0.438,3.335,3.339,0.044,0.051,0.369,0.366,0.504,0.108,0.443,0.372,1.145
455,0.499,0.717,0.796,4.437,0.061,0.083,0.088,0.487,0.166,0.529,0.387,0.371,0.872
611,0.952,0.647,1.409,3.328,0.116,0.075,0.156,0.365,0.318,0.436,0.620,0.369,1.272
212,1.814,1.513,5.495,0.168,0.221,0.175,0.608,0.018,0.982,0.258,0.557,0.368,0.624
25,6.469,3.082,0.780,1.172,0.787,0.357,0.086,0.128,0.897,0.931,0.717,0.367,0.524
82,0.122,0.082,4.131,3.457,0.015,0.009,0.457,0.379,0.557,0.023,0.626,0.366,0.817
878,5.429,0.476,4.360,0.563,0.661,0.055,0.482,0.061,0.949,0.570,0.944,0.364,0.601
784,1.087,1.127,1.472,2.106,0.132,0.131,0.163,0.231,0.506,0.520,0.488,0.364,3.636
888,2.243,1.633,5.060,0.124,0.273,0.189,0.560,0.013,0.986,0.319,0.599,0.363,0.663
875,0.296,0.333,5.146,2.401,0.036,0.039,0.570,0.263,0.723,0.055,0.463,0.362,0.678
460,0.471,0.560,6.666,0.877,0.057,0.065,0.738,0.096,0.917,0.070,0.445,0.360,0.528
779,0.431,0.341,0.592,4.728,0.052,0.040,0.065,0.519,0.108,0.477,0.574,0.358,0.748
447,0.408,0.437,0.484,4.746,0.050,0.051,0.053,0.521,0.102,0.566,0.478,0.352,0.747
192,0.482,0.564,5.869,1.731,0.059,0.065,0.650,0.190,0.819,0.080,0.450,0.351,0.594
502,1.161,0.798,1.214,3.131,0.141,0.093,0.134,0.343,0.341,0.547,0.617,0.347,1.388
287,2.358,2.839,3.508,0.278,0.287,0.329,0.388,0.030,0.965,0.516,0.441,0.345,0.963
284,1.376,1.880,5.609,0.293,0.167,0.218,0.621,0.031,0.969,0.251,0.402,0.342,0.580
938,1.282,1.152,1.694,1.939,0.156,0.134,0.187,0.212,0.570,0.506,0.534,0.339,4.346
802,4.554,0.134,5.034,1.048,0.554,0.015,0.557,0.114,0.903,0.468,0.981,0.338,0.623
528,0.461,4.641,4.953,0.687,0.056,0.538,0.548,0.075,0.936,0.481,0.063,0.337,0.685
621,7.180,0.920,2.202,1.458,0.874,0.107,0.244,0.159,0.879,0.812,0.919,0.336,0.438
844,6.705,1.219,3.033,0.435,0.816,0.141,0.336,0.047,0.963,0.733,0.885,0.334,0.434
733,1.232,0.969,1.584,2.149,0.150,0.112,0.175,0.235,0.511,0.497,0.576,0.333,2.710
53,0.616,0.646,1.894,3.514,0.075,0.075,0.209,0.385,0.342,0.280,0.485,0.333,1.075
101,0.318,0.413,0.547,4.796,0.039,0.048,0.060,0.526,0.099,0.485,0.418,0.333,0.684
670,5.687,3.488,1.568,0.395,0.692,0.404,0.173,0.043,0.963,0.853,0.650,0.330,0.509
392,0.542,3.941,5.561,0.732,0.066,0.457,0.615,0.080,0.932,0.395,0.087,0.321,0.584
668,1.803,6.452,2.888,0.080,0.219,0.748,0.320,0.008,0.993,0.741,0.173,0.319,0.431
445,2.006,3.413,3.747,0.275,0.244,0.396,0.415,0.029,0.968,0.518,0.338,0.317,0.820
931,0.909,1.106,1.936,2.150,0.111,0.128,0.214,0.236,0.536,0.405,0.438,0.316,2.526
707,0.401,6.339,0.523,3.738,0.049,0.735,0.058,0.410,0.662,0.948,0.040,0.314,0.458
88,0.510,5.720,3.849,0.980,0.062,0.663,0.426,0.107,0.910,0.624,0.057,0.314,0.523
165,0.073,0.056,3.293,4.160,0.009,0.006,0.364,0.456,0.426,0.018,0.584,0.314,0.697
973,0.656,0.584,1.885,3.614,0.080,0.068,0.209,0.396,0.332,0.277,0.537,0.313,0.956
807,0.891,0.965,6.073,0.995,0.108,0.112,0.672,0.109,0.899,0.136,0.474,0.312,0.553
958,1.760,6.090,3.088,0.204,0.214,0.706,0.342,0.022,0.982,0.711,0.179,0.298,0.436
337,1.106,4.622,4.523,0.220,0.135,0.536,0.501,0.023,0.979,0.516,0.150,0.297,0.580
792,2.086,3.284,3.539,0.449,0.254,0.381,0.392,0.049,0.946,0.530,0.360,0.296,0.864
155,3.316,0.801,6.241,0.049,0.404,0.093,0.691,0.005,0.996,0.319,0.849,0.296,0.432
146,4.083,5.120,1.099,0.729,0.497,0.593,0.121,0.079,0.930,0.894,0.429,0.296,0.576
119,0.679,0.497,5.797,1.846,0.083,0.058,0.642,0.202,0.806,0.092,0.598,0.295,0.506
703,1.797,1.608,4.911,0.675,0.219,0.186,0.543,0.073,0.922,0.291,0.535,0.295,0.628
136,2.572,4.101,3.044,0.211,0.313,0.475,0.337,0.022,0.977,0.643,0.357,0.293,0.647
292,0.269,0.268,0.306,4.975,0.033,0.031,0.034,0.546,0.062,0.569,0.501,0.292,0.567
522,0.588,0.511,2.734,3.342,0.072,0.059,0.302,0.367,0.449,0.177,0.545,0.290,0.942
892,0.253,0.268,2.766,4.262,0.031,0.031,0.306,0.468,0.369,0.084,0.481,0.290,0.663
152,4.158,0.034,6.057,0.517,0.506,0.004,0.670,0.056,0.955,0.383,0.995,0.289,0.434
638,2.788,2.200,3.324,0.659,0.339,0.255,0.368,0.072,0.914,0.521,0.575,0.289,0.975
168,0.549,0.607,2.970,3.086,0.067,0.070,0.329,0.338,0.499,0.171,0.468,0.287,1.058
232,0.487,0.381,0.805,4.640,0.059,0.044,0.089,0.509,0.137,0.417,0.578,0.286,0.614
434,1.006,0.962,0.980,3.423,0.122,0.111,0.108,0.375,0.294,0.610,0.514,0.286,1.070
383,0.529,0.612,3.368,2.942,0.064,0.071,0.373,0.323,0.552,0.150,0.454,0.285,0.923
250,3.050,1.793,3.963,0.532,0.371,0.208,0.439,0.058,0.936,0.464,0.662,0.285,0.747
482,1.911,3.370,3.724,0.486,0.233,0.391,0.412,0.053,0.943,0.513,0.328,0.284,0.792
686,0.949,0.969,2.114,2.182,0.116,0.112,0.234,0.239,0.545,0.363,0.494,0.284,2.235
156,0.580,0.497,3.182,3.104,0.071,0.058,0.352,0.340,0.517,0.150,0.549,0.283,0.963
504,2.510,2.119,3.350,0.786,0.306,0.246,0.371,0.086,0.894,0.494,0.554,0.283,0.991
996,6.416,0.635,3.168,1.186,0.781,0.074,0.351,0.130,0.896,0.709,0.937,0.282,0.399
920,3.583,1.643,4.184,0.366,0.436,0.190,0.463,0.040,0.959,0.481,0.726,0.281,0.664
625,0.940,4.738,4.488,0.476,0.114,0.549,0.497,0.052,0.954,0.523,0.125,0.280,0.563
134,1.250,3.207,5.174,0.385,0.152,0.372,0.573,0.042,0.961,0.374,0.237,0.279,0.525
477,1.487,6.987,2.360,0.893,0.181,0.810,0.261,0.097,0.925,0.797,0.134,0.279,0.391
700,1.460,1.177,5.758,0.733,0.178,0.136,0.637,0.080,0.923,0.200,0.568,0.278,0.500
90,0.829,0.753,2.063,2.663,0.101,0.087,0.228,0.292,0.460,0.317,0.531,0.275,1.343
666,1.028,0.730,1.766,2.649,0.125,0.085,0.195,0.290,0.437,0.395,0.607,0.273,1.330
21,0.161,0.132,0.202,5.092,0.020,0.015,0.022,0.559,0.036,0.510,0.564,0.271,0.498
501,4.137,0.452,5.189,1.010,0.504,0.052,0.574,0.110,0.904,0.430,0.931,0.269,0.516
764,0.584,0.566,2.780,3.180,0.071,0.066,0.308,0.349,0.470,0.181,0.510,0.269,0.950
320,0.103,5.937,3.295,1.750,0.012,0.688,0.365,0.192,0.839,0.677,0.011,0.269,0.398
446,2.047,1.766,3.980,0.919,0.249,0.205,0.440,0.100,0.880,0.380,0.547,0.269,0.790
647,1.491,3.636,4.356,0.456,0.181,0.421,0.482,0.049,0.951,0.467,0.248,0.269,0.620
536,0.149,6.452,1.088,3.416,0.018,0.748,0.120,0.375,0.694,0.894,0.015,0.265,0.363
749,2.504,1.666,4.110,0.793,0.305,0.193,0.455,0.086,0.902,0.402,0.626,0.265,0.717
16,3.546,5.380,1.668,0.448,0.432,0.624,0.184,0.049,0.957,0.839,0.371,0.264,0.460
886,1.268,1.139,1.534,2.029,0.154,0.132,0.170,0.222,0.539,0.533,0.534,0.263,2.924
858,4.105,4.624,1.530,0.600,0.500,0.536,0.169,0.065,0.940,0.846,0.462,0.259,0.551
223,0.181,0.205,2.841,4.379,0.022,0.024,0.314,0.481,0.368,0.061,0.461,0.257,0.561
300,2.971,2.282,3.056,0.794,0.362,0.265,0.338,0.087,0.896,0.564,0.583,0.256,0.931
141,0.637,0.537,2.283,3.556,0.077,0.062,0.253,0.390,0.382,0.223,0.554,0.255,0.777
224,4.461,4.223,0.515,1.598,0.543,0.489,0.057,0.175,0.839,0.947,0.517,0.253,0.520
9,1.759,1.690,4.313,0.998,0.214,0.196,0.477,0.109,0.874,0.328,0.513,0.251,0.683
342,2.042,3.834,3.368,0.597,0.249,0.444,0.373,0.065,0.931,0.580,0.312,0.250,0.659
908,2.440,2.276,2.896,1.026,0.297,0.264,0.320,0.112,0.855,0.545,0.522,0.248,1.190
568,0.598,0.622,2.615,3.157,0.073,0.072,0.289,0.346,0.457,0.203,0.487,0.247,0.903
254,2.529,2.770,0.070,3.523,0.308,0.321,0.008,0.386,0.520,0.988,0.471,0.246,0.650
681,1.100,0.858,2.078,2.244,0.134,0.099,0.230,0.246,0.535,0.376,0.578,0.244,1.659
689,1.779,5.483,3.303,0.353,0.217,0.636,0.365,0.038,0.966,0.669,0.200,0.242,0.405
721,3.047,5.578,2.112,0.315,0.371,0.647,0.234,0.034,0.970,0.796,0.318,0.242,0.395
111,0.001,4.098,4.907,1.677,0.000,0.475,0.543,0.184,0.837,0.443,0.000,0.241,0.444
972,1.349,1.372,0.972,3.171,0.164,0.159,0.107,0.348,0.380,0.702,0.495,0.241,0.999
699,3.439,1.809,3.621,0.732,0.419,0.210,0.401,0.080,0.913,0.522,0.692,0.239,0.704
805,0.938,1.288,1.838,2.116,0.114,0.149,0.203,0.232,0.544,0.455,0.401,0.238,2.018
207,3.140,2.754,0.205,3.120,0.382,0.319,0.023,0.342,0.592,0.969,0.542,0.238,0.663
902,1.110,0.652,1.693,3.066,0.135,0.076,0.187,0.336,0.386,0.414,0.662,0.237,0.911
738,4.636,1.105,4.262,0.610,0.564,0.128,0.472,0.066,0.939,0.536,0.851,0.237,0.475
588,2.005,1.705,3.492,1.184,0.244,0.198,0.386,0.129,0.832,0.411,0.551,0.236,0.920
685,1.178,3.407,4.906,0.694,0.143,0.395,0.543,0.076,0.928,0.403,0.212,0.235,0.504
872,1.159,1.051,2.055,1.974,0.141,0.122,0.227,0.216,0.585,0.414,0.531,0.233,2.218
724,0.625,0.470,4.273,2.707,0.076,0.054,0.473,0.297,0.645,0.115,0.590,0.232,0.554
474,4.419,1.280,4.232,0.516,0.538,0.148,0.468,0.056,0.948,0.527,0.821,0.230,0.478
314,0.847,0.589,1.762,3.445,0.103,0.068,0.195,0.378,0.341,0.337,0.613,0.229,0.739
266,1.258,1.003,2.031,2.006,0.153,0.116,0.225,0.220,0.581,0.426,0.571,0.229,2.100
893,2.824,2.722,0.220,3.247,0.344,0.315,0.024,0.356,0.560,0.964,0.512,0.227,0.685
150,2.063,2.926,2.997,1.024,0.251,0.339,0.332,0.112,0.863,0.556,0.391,0.225,0.990
333,3.815,0.184,6.129,0.806,0.464,0.021,0.678,0.088,0.929,0.355,0.969,0.225,0.342
22,0.565,4.326,4.680,1.156,0.069,0.501,0.518,0.126,0.886,0.478,0.083,0.225,0.500
993,4.045,3.338,0.053,2.582,0.492,0.387,0.006,0.283,0.709,0.994,0.561,0.223,0.459
215,5.405,0.831,0.113,4.315,0.658,0.096,0.012,0.473,0.575,0.987,0.903,0.222,0.344
508,0.686,1.306,1.501,3.176,0.083,0.151,0.166,0.348,0.373,0.495,0.308,0.221,0.835
819,0.114,0.091,0.145,5.151,0.014,0.011,0.016,0.565,0.025,0.502,0.570,0.219,0.395
594,2.225,3.282,0.117,3.588,0.271,0.380,0.013,0.394,0.532,0.981,0.379,0.217,0.571
565,1.282,1.460,1.914,1.819,0.156,0.169,0.212,0.199,0.626,0.505,0.459,0.217,3.869
786,1.633,1.880,2.964,1.411,0.199,0.218,0.328,0.154,0.777,0.445,0.455,0.216,1.243
40,1.534,1.652,0.990,2.979,0.187,0.192,0.109,0.327,0.440,0.736,0.476,0.216,0.992
321,1.659,1.748,2.492,1.536,0.202,0.203,0.276,0.168,0.735,0.489,0.483,0.215,1.993
463,3.830,4.645,0.462,1.808,0.466,0.538,0.051,0.198,0.815,0.951,0.439,0.215,0.442
50,3.167,5.808,0.879,1.501,0.385,0.673,0.097,0.164,0.859,0.916,0.318,0.215,0.373
481,0.332,6.493,2.417,2.180,0.040,0.753,0.267,0.239,0.806,0.773,0.032,0.215,0.301
2,1.850,3.848,3.409,0.816,0.225,0.446,0.377,0.089,0.906,0.571,0.285,0.215,0.601
891,1.609,2.078,3.310,1.302,0.196,0.241,0.366,0.142,0.810,0.427,0.419,0.214,0.957
298,3.779,0.500,5.243,1.259,0.460,0.058,0.580,0.138,0.878,0.400,0.916,0.211,0.405
628,0.438,0.233,6.416,1.993,0.053,0.027,0.710,0.218,0.809,0.049,0.688,0.211,0.309
613,5.900,1.161,0.527,3.509,0.718,0.135,0.058,0.385,0.665,0.944,0.876,0.210,0.318
343,1.897,2.666,2.960,1.182,0.231,0.309,0.327,0.129,0.833,0.532,0.394,0.210,1.059
153,1.697,1.251,5.106,1.100,0.206,0.145,0.565,0.120,0.875,0.249,0.596,0.210,0.471
780,0.445,0.659,4.750,2.589,0.054,0.076,0.526,0.284,0.686,0.106,0.378,0.208,0.440
157,0.340,3.693,6.357,0.449,0.041,0.428,0.704,0.049,0.961,0.336,0.058,0.204,0.308
952,2.446,2.208,0.338,3.670,0.298,0.256,0.037,0.403,0.468,0.935,0.533,0.203,0.556
751,0.602,3.981,4.780,1.304,0.073,0.461,0.529,0.143,0.869,0.446,0.096,0.202,0.443
31,1.140,2.827,5.044,1.004,0.139,0.328,0.558,0.110,0.893,0.346,0.244,0.201,0.449
93,2.274,3.703,2.882,0.907,0.277,0.429,0.319,0.099,0.890,0.627,0.351,0.201,0.608
5,3.214,0.617,6.629,0.133,0.391,0.072,0.734,0.014,0.989,0.292,0.879,0.200,0.278
243,1.128,1.422,1.679,1.989,0.137,0.165,0.186,0.218,0.569,0.525,0.427,0.200,2.469
78,0.605,0.932,2.010,3.194,0.074,0.108,0.222,0.350,0.397,0.322,0.366,0.200,0.725
444,1.260,0.730,6.853,0.393,0.153,0.085,0.759,0.042,0.964,0.133,0.666,0.200,0.279
388,0.432,6.071,3.021,1.771,0.053,0.704,0.334,0.194,0.838,0.707,0.045,0.199,0.305
674,0.382,6.495,2.143,2.416,0.047,0.753,0.237,0.265,0.784,0.797,0.037,0.198,0.281
159,1.259,0.724,1.586,2.849,0.153,0.084,0.175,0.312,0.412,0.472,0.668,0.198,0.868
274,2.510,0.006,2.903,3.523,0.305,0.001,0.321,0.386,0.527,0.454,0.999,0.197,0.513
830,1.388,1.448,1.774,1.836,0.169,0.168,0.196,0.201,0.617,0.539,0.487,0.196,5.952
649,2.291,3.170,2.734,1.065,0.279,0.367,0.302,0.116,0.860,0.612,0.398,0.195,0.776
279,0.873,1.570,5.821,1.343,0.106,0.182,0.644,0.147,0.862,0.191,0.323,0.194,0.361
944,0.110,1.994,2.541,4.104,0.013,0.231,0.281,0.450,0.425,0.424,0.035,0.194,0.443
660,3.052,4.938,0.276,2.386,0.372,0.572,0.030,0.262,0.752,0.970,0.352,0.192,0.355
655,1.058,1.381,5.358,1.306,0.129,0.160,0.593,0.143,0.855,0.200,0.416,0.192,0.413
894,4.260,1.749,0.031,3.963,0.518,0.203,0.003,0.435,0.548,0.996,0.752,0.192,0.372
984,1.148,1.548,5.129,1.286,0.140,0.179,0.568,0.141,0.853,0.229,0.406,0.191,0.446
143,1.023,1.367,1.286,2.524,0.125,0.159,0.142,0.277,0.447,0.589,0.409,0.190,1.253
859,2.819,1.868,0.123,4.238,0.343,0.217,0.013,0.465,0.429,0.977,0.628,0.190,0.420
61,1.393,1.056,1.802,1.999,0.170,0.122,0.199,0.219,0.572,0.490,0.587,0.189,1.950
932,2.556,2.516,0.386,3.325,0.311,0.292,0.043,0.365,0.526,0.932,0.505,0.188,0.584
130,4.455,2.985,2.302,0.781,0.542,0.346,0.255,0.085,0.915,0.742,0.624,0.188,0.412
429,0.136,1.991,2.454,4.105,0.017,0.231,0.272,0.450,0.418,0.435,0.044,0.187,0.431
557,3.971,2.100,0.120,3.566,0.483,0.243,0.013,0.391,0.573,0.983,0.690,0.187,0.397
179,5.673,2.966,0.759,1.872,0.690,0.344,0.084,0.205,0.820,0.925,0.693,0.186,0.308
763,1.398,1.384,1.718,1.864,0.170,0.160,0.190,0.204,0.605,0.543,0.503,0.186,4.228
711,1.735,1.920,2.296,1.566,0.211,0.223,0.254,0.171,0.729,0.538,0.468,0.185,2.234
829,1.146,1.557,5.084,1.313,0.140,0.180,0.563,0.144,0.849,0.231,0.404,0.185,0.438
222,5.150,0.134,3.369,2.093,0.627,0.016,0.373,0.229,0.791,0.631,0.983,0.184,0.301
968,2.403,6.467,1.870,0.917,0.292,0.750,0.207,0.100,0.919,0.831,0.226,0.184,0.283
486,0.651,1.263,1.589,3.209,0.079,0.146,0.176,0.352,0.373,0.465,0.303,0.181,0.663
52,3.558,2.323,0.262,3.315,0.433,0.269,0.029,0.364,0.579,0.961,0.632,0.181,0.447
541,1.585,1.486,4.072,1.364,0.193,0.172,0.451,0.149,0.817,0.312,0.521,0.179,0.593
494,3.829,2.460,2.764,0.846,0.466,0.285,0.306,0.092,0.900,0.653,0.636,0.179,0.478
384,0.108,2.906,2.089,3.858,0.013,0.337,0.231,0.423,0.476,0.603,0.024,0.178,0.435
281,3.804,1.866,3.272,0.942,0.463,0.216,0.362,0.103,0.889,0.581,0.710,0.178,0.494
135,3.592,4.761,0.678,1.795,0.437,0.552,0.075,0.196,0.815,0.928,0.411,0.177,0.372
918,0.905,5.374,0.345,4.133,0.110,0.623,0.038,0.453,0.588,0.960,0.106,0.177,0.303
133,0.787,3.829,4.595,1.309,0.096,0.444,0.509,0.143,0.864,0.449,0.129,0.177,0.428
667,5.050,0.452,0.200,4.860,0.615,0.052,0.022,0.533,0.514,0.975,0.943,0.176,0.298
246,0.547,0.834,1.606,3.771,0.067,0.097,0.178,0.414,0.296,0.354,0.370,0.176,0.509
715,2.971,2.257,0.379,3.382,0.362,0.262,0.042,0.371,0.533,0.936,0.586,0.176,0.536
767,2.159,6.286,0.481,2.485,0.263,0.729,0.053,0.272,0.773,0.954,0.211,0.176,0.260
698,1.237,0.766,1.189,3.404,0.151,0.089,0.131,0.373,0.321,0.564,0.647,0.175,0.616
456,1.527,1.650,1.126,2.620,0.186,0.191,0.124,0.287,0.487,0.705,0.475,0.175,1.072
610,2.024,2.319,0.035,4.401,0.246,0.269,0.004,0.483,0.389,0.993,0.457,0.175,0.364
912,1.914,6.742,1.381,1.782,0.233,0.781,0.153,0.195,0.844,0.876,0.176,0.174,0.277
253,0.148,2.777,2.375,3.534,0.018,0.322,0.263,0.388,0.511,0.550,0.034,0.173,0.468
464,2.363,1.038,5.387,1.177,0.288,0.120,0.596,0.129,0.876,0.284,0.736,0.172,0.362
567,3.615,0.113,4.815,2.033,0.440,0.013,0.533,0.223,0.793,0.410,0.980,0.171,0.329
881,0.400,0.499,2.352,4.199,0.049,0.058,0.260,0.461,0.335,0.169,0.430,0.170,0.412
49,0.479,0.509,1.283,4.429,0.058,0.059,0.142,0.486,0.203,0.318,0.480,0.169,0.396
739,2.602,4.365,2.537,0.893,0.317,0.506,0.281,0.097,0.901,0.705,0.342,0.168,0.410
205,1.244,2.137,4.605,1.288,0.151,0.248,0.510,0.141,0.846,0.314,0.336,0.167,0.453
969,3.809,4.481,1.491,1.048,0.464,0.519,0.165,0.114,0.891,0.842,0.448,0.167,0.412
835,4.451,2.457,0.306,2.999,0.542,0.285,0.034,0.329,0.661,0.962,0.679,0.167,0.328
571,0.035,4.421,3.296,2.485,0.004,0.512,0.365,0.272,0.731,0.592,0.005,0.165,0.325
467,1.104,1.549,1.985,1.946,0.134,0.179,0.220,0.213,0.608,0.486,0.394,0.165,1.921
697,2.292,4.011,0.337,3.213,0.279,0.465,0.037,0.352,0.614,0.954,0.331,0.165,0.385
