# {'f_': [4, 7], 'y_': [15, 16], 'x': [8, 10], 'y': [13, 14], 'f': [0, 3], 'N': 3, 'M': 4, 'mu_': [12, 12], 'n': 2000, 'mu': [11, 11]}
530,0.089,0.009,0.699,0.202,0.089,0.009,0.700,0.750,0.089,0.009,0.699,0.549,0.741,32.788,66.097,0.700,0.974
1192,0.373,0.514,0.481,-0.460,0.373,0.514,0.481,0.507,0.373,0.514,0.481,0.549,3.893,7.223,-8.553,0.542,0.461
1639,0.057,0.301,0.241,0.401,0.056,0.301,0.240,0.823,0.057,0.301,0.241,0.548,0.714,75.089,33.070,0.961,0.747
918,0.349,0.314,0.506,-0.188,0.349,0.314,0.506,0.607,0.349,0.314,0.506,0.547,1.868,17.273,30.615,0.604,0.730
1122,0.840,0.677,0.167,-0.685,0.840,0.677,0.167,0.425,0.840,0.677,0.167,0.546,0.812,-4.414,-34.940,0.470,0.279
1153,0.321,0.539,0.939,-0.799,0.321,0.539,0.939,0.384,0.321,0.539,0.939,0.545,0.881,-37.697,-60.798,0.264,0.101
449,0.142,0.353,0.791,-0.286,0.142,0.353,0.791,0.571,0.142,0.353,0.791,0.544,0.838,2.901,21.079,0.515,0.665
581,0.739,0.698,0.195,-0.632,0.739,0.698,0.195,0.445,0.739,0.698,0.195,0.543,0.998,-2.745,-35.288,0.480,0.277
705,0.815,0.323,0.285,-0.424,0.815,0.323,0.285,0.521,0.815,0.323,0.285,0.541,1.021,-35.478,48.762,0.278,0.855
848,0.585,0.788,0.265,-0.639,0.585,0.788,0.265,0.442,0.585,0.788,0.265,0.539,1.031,7.007,-45.716,0.540,0.205
1508,0.235,0.682,0.795,-0.712,0.235,0.682,0.795,0.415,0.235,0.682,0.795,0.538,0.962,-38.199,-64.977,0.261,0.072
1005,0.390,0.637,0.374,-0.429,0.390,0.637,0.374,0.519,0.390,0.637,0.374,0.537,2.044,9.382,-13.999,0.555,0.423
1762,0.082,0.676,0.153,0.090,0.082,0.676,0.153,0.709,0.082,0.676,0.153,0.536,0.854,72.427,-4.820,0.944,0.486
1150,0.379,0.386,0.471,-0.292,0.378,0.386,0.471,0.569,0.379,0.386,0.471,0.534,2.794,15.201,27.251,0.591,0.707
170,0.506,0.997,0.192,-0.696,0.506,0.998,0.192,0.421,0.506,0.997,0.192,0.533,0.661,4.727,-49.340,0.526,0.180
738,0.136,0.457,0.040,0.366,0.136,0.457,0.040,0.810,0.136,0.457,0.040,0.532,0.691,79.908,28.959,0.991,0.719
801,0.866,0.527,0.204,-0.598,0.866,0.527,0.204,0.457,0.866,0.527,0.204,0.531,0.802,-2.628,-24.172,0.481,0.353
293,0.629,0.820,0.481,-0.931,0.629,0.820,0.481,0.335,0.629,0.820,0.481,0.531,1.094,-36.275,-38.097,0.273,0.257
1229,0.305,0.794,0.351,-0.451,0.305,0.795,0.351,0.511,0.305,0.794,0.351,0.529,1.080,23.592,-43.648,0.643,0.219
373,0.379,0.607,0.045,-0.032,0.379,0.607,0.045,0.664,0.379,0.607,0.045,0.528,0.853,61.724,-7.881,0.878,0.465
727,0.065,0.570,0.286,0.080,0.064,0.570,0.286,0.705,0.065,0.570,0.286,0.527,0.823,73.297,-0.487,0.950,0.516
81,0.498,0.521,0.467,-0.655,0.498,0.521,0.467,0.436,0.498,0.521,0.467,0.527,6.199,-14.034,-8.987,0.410,0.458
1785,0.441,0.520,0.489,-0.603,0.441,0.520,0.489,0.455,0.441,0.520,0.489,0.526,6.662,-12.598,-8.888,0.419,0.458
1651,0.652,0.961,0.434,-1.047,0.652,0.961,0.434,0.293,0.652,0.961,0.434,0.526,0.787,-35.257,-42.429,0.279,0.228
1866,0.012,0.122,0.012,0.854,0.012,0.122,0.012,0.989,0.012,0.122,0.012,0.524,0.536,67.562,60.775,0.914,0.938
1293,0.342,0.724,0.436,-0.509,0.341,0.724,0.436,0.490,0.342,0.724,0.436,0.523,1.367,20.919,-33.235,0.626,0.291
210,0.922,0.878,0.443,-1.243,0.922,0.878,0.443,0.221,0.922,0.878,0.443,0.523,0.746,-61.470,-32.117,0.117,0.298
517,0.877,0.928,0.445,-1.250,0.877,0.928,0.445,0.218,0.877,0.928,0.445,0.520,0.732,-61.148,-32.814,0.119,0.294
1770,0.074,0.699,0.847,-0.620,0.074,0.699,0.847,0.449,0.074,0.699,0.847,0.517,0.669,-33.563,-69.160,0.290,0.044
447,0.235,0.326,0.818,-0.379,0.235,0.325,0.818,0.537,0.235,0.326,0.818,0.517,0.886,-11.246,22.661,0.428,0.675
68,0.119,0.643,0.175,0.064,0.118,0.643,0.174,0.700,0.119,0.643,0.175,0.517,0.888,71.596,-3.982,0.939,0.492
112,0.366,0.912,0.280,-0.558,0.366,0.912,0.280,0.472,0.366,0.912,0.280,0.515,0.815,24.474,-46.951,0.648,0.196
372,0.295,0.382,0.273,0.047,0.295,0.382,0.273,0.693,0.295,0.382,0.273,0.515,1.226,60.213,10.058,0.869,0.589
121,0.947,0.384,0.534,-0.866,0.947,0.384,0.534,0.359,0.947,0.384,0.534,0.514,0.875,-47.863,4.895,0.201,0.553
696,0.135,0.772,0.803,-0.709,0.135,0.772,0.803,0.416,0.135,0.772,0.803,0.514,0.769,-36.835,-71.614,0.270,0.027
988,0.797,0.167,0.340,-0.303,0.797,0.166,0.340,0.565,0.797,0.167,0.340,0.513,0.813,-30.101,52.432,0.311,0.880
93,0.359,0.359,0.500,-0.256,0.359,0.359,0.500,0.582,0.359,0.359,0.500,0.511,2.293,14.562,27.971,0.587,0.712
1361,0.082,0.549,0.257,0.111,0.082,0.550,0.257,0.717,0.082,0.549,0.257,0.510,0.803,74.165,-0.329,0.955,0.517
246,0.091,0.595,0.498,-0.184,0.091,0.595,0.498,0.609,0.091,0.595,0.498,0.509,0.982,14.339,10.402,0.586,0.591
1653,0.028,0.858,0.817,-0.703,0.027,0.858,0.817,0.419,0.028,0.858,0.817,0.509,0.612,-37.827,-73.712,0.263,0.012
1432,0.410,0.160,0.951,-0.521,0.410,0.160,0.951,0.485,0.410,0.160,0.951,0.508,0.642,-24.864,20.528,0.343,0.661
1028,0.237,0.568,0.985,-0.791,0.237,0.568,0.985,0.387,0.237,0.568,0.985,0.508,0.679,-37.320,-61.865,0.267,0.094
256,0.959,0.461,0.162,-0.582,0.959,0.461,0.162,0.463,0.959,0.461,0.162,0.507,0.636,-4.786,-24.125,0.467,0.353
889,0.856,0.131,0.349,-0.335,0.856,0.130,0.348,0.553,0.856,0.131,0.349,0.506,0.698,-30.733,53.559,0.307,0.888
426,0.934,0.050,0.290,-0.273,0.934,0.049,0.290,0.576,0.934,0.050,0.290,0.506,0.572,-31.416,56.497,0.303,0.908
241,0.586,0.515,0.382,-0.558,0.586,0.515,0.381,0.472,0.586,0.515,0.382,0.505,2.465,6.351,-19.608,0.536,0.385
4,0.571,0.550,0.317,-0.473,0.571,0.550,0.317,0.503,0.571,0.550,0.317,0.504,1.985,6.332,-18.265,0.536,0.394
1578,0.559,0.500,0.082,-0.141,0.559,0.500,0.082,0.624,0.559,0.500,0.082,0.502,0.926,44.128,1.058,0.770,0.527
248,0.485,0.138,0.915,-0.537,0.485,0.137,0.915,0.479,0.485,0.138,0.915,0.500,0.643,-26.846,20.192,0.331,0.658
1674,0.457,0.687,0.747,-0.895,0.457,0.688,0.748,0.348,0.457,0.687,0.747,0.500,1.250,-44.365,-53.028,0.223,0.155
1999,0.639,0.443,0.382,-0.506,0.639,0.443,0.382,0.491,0.639,0.443,0.382,0.500,1.946,3.702,-16.746,0.520,0.404
571,0.355,0.787,0.725,-0.868,0.355,0.787,0.725,0.358,0.355,0.787,0.725,0.500,1.157,-43.837,-64.175,0.226,0.078
872,0.839,0.075,0.429,-0.343,0.839,0.075,0.428,0.551,0.839,0.075,0.429,0.500,0.654,-28.009,54.010,0.324,0.891
1775,0.307,0.301,0.716,-0.325,0.307,0.301,0.716,0.557,0.307,0.301,0.716,0.500,1.205,5.094,23.959,0.528,0.684
1801,0.608,0.984,0.461,-1.052,0.608,0.984,0.461,0.291,0.608,0.984,0.461,0.497,0.717,-35.823,-42.722,0.276,0.226
712,0.673,0.899,0.122,-0.693,0.673,0.899,0.121,0.422,0.673,0.899,0.122,0.497,0.639,0.285,-45.898,0.499,0.204
820,0.898,0.789,0.001,-0.688,0.898,0.789,0.000,0.424,0.898,0.789,0.001,0.497,0.553,-4.755,-42.482,0.468,0.227
980,0.958,0.140,0.268,-0.366,0.958,0.140,0.267,0.542,0.958,0.140,0.268,0.496,0.606,-33.522,54.979,0.290,0.898
1364,0.448,0.895,0.285,-0.628,0.448,0.895,0.285,0.446,0.448,0.895,0.285,0.494,0.810,9.954,-48.355,0.559,0.187
332,0.341,0.535,0.440,-0.371,0.341,0.535,0.440,0.540,0.341,0.535,0.440,0.494,2.480,7.194,-6.590,0.541,0.474
8,0.334,0.776,0.377,-0.488,0.334,0.776,0.377,0.497,0.334,0.776,0.377,0.491,1.110,22.880,-43.983,0.638,0.217
234,0.345,0.360,0.333,-0.049,0.345,0.360,0.333,0.658,0.345,0.360,0.333,0.491,1.509,58.863,8.236,0.861,0.576
270,0.095,0.429,0.758,-0.283,0.095,0.430,0.758,0.572,0.095,0.429,0.758,0.489,0.737,2.564,19.161,0.513,0.651
1981,0.444,0.346,0.416,-0.254,0.444,0.346,0.416,0.583,0.444,0.346,0.416,0.487,2.055,17.981,27.959,0.608,0.712
1626,0.569,0.420,0.437,-0.524,0.569,0.420,0.437,0.484,0.569,0.420,0.437,0.487,3.267,3.387,-13.794,0.518,0.425
1149,0.189,0.250,0.888,-0.327,0.189,0.250,0.888,0.556,0.189,0.250,0.888,0.487,0.696,-8.593,24.212,0.444,0.686
1207,0.002,0.801,0.476,-0.279,0.002,0.801,0.476,0.574,0.002,0.801,0.476,0.486,0.608,47.548,-38.992,0.791,0.251
1215,0.233,0.350,0.718,-0.301,0.233,0.350,0.718,0.566,0.233,0.350,0.718,0.485,0.999,4.752,22.429,0.526,0.674
595,0.865,0.098,0.354,-0.317,0.865,0.098,0.354,0.560,0.865,0.098,0.354,0.485,0.632,-30.105,54.420,0.311,0.894
1294,0.507,0.554,0.436,-0.633,0.507,0.554,0.436,0.444,0.507,0.554,0.436,0.484,4.098,-13.626,-9.815,0.413,0.452
1065,0.663,0.272,0.781,-0.715,0.663,0.271,0.781,0.414,0.663,0.272,0.781,0.482,0.946,-43.544,9.310,0.228,0.584
799,0.429,0.361,0.463,-0.318,0.429,0.361,0.463,0.560,0.429,0.361,0.463,0.482,2.422,16.270,27.716,0.598,0.710
1378,0.442,0.778,0.345,-0.568,0.442,0.778,0.345,0.468,0.442,0.778,0.345,0.482,1.113,19.169,-42.907,0.615,0.224
